ctf_lcmv,rsq_lcmv (orig)
0.030639341832500437,0.2632095225226171
0.03855582184248636,0.24430601436105015
0.02176064308688705,0.3945184254667814
0.033622850357946245,0.29818448431816413
0.022670396331795826,0.4545535811379965
0.01328934958517205,0.5832495034231711
0.051215262738351766,0.29015741245675664
0.012475440715868596,0.40289630468325643
0.015401185728845176,0.5566787671097994
0.0366615433878682,0.2909326648346
0.026267398093625466,0.4502147118891793
0.008992571290515734,0.41638699867277096
0.055180991696686346,0.3090130160891206
0.007755533191091221,0.5595772067814078
0.01025752504009286,0.7050324265934874
0.0422622376244505,0.2496412315342127
0.009504615299003927,0.23596833577180165
0.01668771351523017,0.6020766441068854
0.007218095874514593,0.6487410840772573
0.050611852551556494,0.2221828800774983
0.026064143286842003,0.4438319813204874
0.03295018742408737,0.27284580165495065
0.008828648588703978,0.4520603772874905
0.008151537576561741,0.4797703922906993
0.014943018421795653,0.40282258230815515
0.02472161835604382,0.2876794027662304
0.012535200833468249,0.4490174819013659
0.009032574126547932,0.40750275191145025
0.011074547142420352,0.36804571426124666
0.013462188253827088,0.2803602445547886
0.009980329545797997,0.2884196235830242
0.02344558609706254,0.18205832436230773
0.013850626775282175,0.13170272527007698
0.04397418593355264,0.10084183110236933
0.03662650586747861,0.3145851049063795
0.03583869919786258,0.20355411913920896
0.011814914617444371,0.10150905470102212
0.025431403065107487,0.10528917152982908
0.019015497928304283,0.26669146924234277
0.01176361964071937,0.2200532285137986
0.018856833348839544,0.2826168674189693
0.01144719030522976,0.2718051460243952
0.01063263529137832,0.1651856394188096
0.008160463159837586,0.19339502660723518
0.012720960240710805,0.15926279430997847
0.009018753199290516,0.30001079939523634
0.01082530985177335,0.1717874068159596
0.011980408879498436,0.1838926415580575
0.03044716806758572,0.23242699037465486
0.01534889101581124,0.11376975152331048
0.0062716824904424495,0.28107328930415176
0.009803028003209086,0.28502447589547497
0.01635537319894012,0.2881892970591756
0.02159604575219989,0.2904950948261442
0.021106328498563736,0.2825747158499553
0.014953529715660514,0.2513373393425663
0.011721328989532613,0.3718872059427104
0.009969737719205786,0.3082851636666858
0.011614770356555034,0.40356775086092633
0.012303598936422211,0.3170207600555973
0.01225567224332606,0.3042351212064913
0.01618475774000288,0.3580210406327443
0.009466345185223542,0.3815229503346348
0.011817056641476725,0.2713516308595283
0.011642508194150098,0.3467282217261396
0.011578470876823002,0.32433575950577165
0.008566181840916122,0.34206009764316236
0.011244975177205453,0.30387740352885395
0.02092303776514057,0.23584279307005285
0.017612289241649065,0.3030007093897529
0.012054596664577744,0.2850112292598227
0.01079929298233993,0.21390298107989703
0.017162475398394543,0.2436708393323499
0.009084283967213584,0.2004400983586354
0.013991569865749573,0.2546564996950019
0.015687385686991934,0.2931248801326024
0.018498565195172685,0.1755921555663652
0.015844234487042527,0.19533393133829535
0.017106035266397396,0.30020247891208285
0.01220194564932139,0.20077301855879515
0.009588376069153201,0.32809565174483657
0.009235740721043103,0.21100699192449457
0.011619992757949636,0.27656191110071393
0.008081904572052528,0.31055845295799445
