ctf_sloreta,rsq_sloreta
0.02452974167655521,0.18237125921137465
0.031628130096144326,0.19074407205393162
0.017757170439009894,0.25383827691445193
0.02962225330422474,0.17798861115335796
0.019978091075604696,0.2830516464172831
0.0097039771264206,0.35196340678346794
0.042174033951465004,0.240331923353153
0.009139275198945885,0.24994575751375248
0.012165562596618947,0.35359179123518536
0.033293045484679956,0.2624081112894724
0.024410338620717804,0.33743620672127905
0.006347004647424387,0.13722293295295318
0.04536622182717354,0.24239828752300863
0.006489436037983343,0.32430919431692473
0.008473983834632893,0.4265804883801487
0.03793343920957971,0.23704996176963766
0.00839125171692783,0.24735350542573442
0.015285868787357793,0.3682132756082873
0.006819576750930535,0.3509564818826396
0.04643091673275492,0.1723512008725797
0.024787990613160834,0.3356999677134599
0.03128955959719572,0.29587268100055775
0.008295625688052576,0.29408533065132225
0.006897644349992783,0.3262796718797677
0.013125165392477097,0.2904906524900498
0.023272634693163936,0.26987473842541465
0.011650049743457274,0.28064509281893735
0.008376800046723648,0.29178322117541633
0.008928759146833342,0.2651937071888133
0.012343343846031953,0.2901655921481283
0.008873930756838441,0.30937014961351217
0.01731843906087309,0.22087379803550622
0.01219866937903847,0.16600701313942445
0.03327680490505003,0.20187415453681457
0.028491756828717994,0.24614734758402945
0.030643185450117225,0.1470884066513548
0.010603839537226805,0.15867366955117446
0.02476798100028978,0.204529428485822
0.017485871147448505,0.17006432369128344
0.008367927123958412,0.12922860664968316
0.017317961176125544,0.2902547063642602
0.00933992238963164,0.3035880963395614
0.008147674029379224,0.19542396170895238
0.006493133293903999,0.196096507553844
0.011313557574192695,0.1345098352800761
0.007988594083363538,0.33671455868263345
0.009134487726207457,0.16176218738502723
0.011284872691417383,0.21503764692906857
0.027256646912544733,0.16416129829876858
0.013803762819227792,0.20366386030872397
0.00521160284673294,0.30753524221435236
0.008415042570948324,0.3313804079203657
0.014124823724740894,0.3378111467849201
0.020628737596251532,0.29738157365464746
0.019833146041439875,0.3170819656051127
0.014181161570584576,0.25020103814808825
0.009132608702607826,0.37178813677760636
0.008422465714390679,0.34179887386148033
0.009441960064501525,0.34115270439763257
0.00970877309174845,0.33548911848125784
0.009905622328828525,0.4016298760735151
0.013786102376650339,0.30623882968423866
0.008410069863156261,0.3311265775739789
0.010752807130800663,0.2926532925192661
0.00911637093465468,0.42302285099151726
0.010210240428940368,0.2609716178534971
0.00717839404991605,0.34650760149041837
0.009756597184032122,0.32196908438588523
0.01569103694130908,0.17603753986390713
0.012558807929920932,0.23936123515578245
0.009418224476301076,0.23009253963176246
0.009760410731360207,0.2798352007274014
0.016426024044590183,0.2807985232850594
0.008516601206562932,0.21160813257392974
0.01238184573129636,0.24738236190156837
0.0145246617240615,0.37353599906437174
0.01716044207042324,0.1889218150174553
0.013779822205070178,0.2550732263428819
0.015341026301598103,0.3896327602694888
0.010440858563433911,0.2604932013021162
0.008187000484228242,0.2847827481612355
0.008200803169079241,0.2670947605269618
0.009765933048745408,0.2904424156747314
0.006518605950592351,0.3477153301198467
0.006811380306147847,0.3677505283544201
0.010626936628198662,0.08395063500895872
0.011658836758812368,0.11904793610116815
0.014676831983621411,0.1823299849075789
0.008577513195047038,0.12722295970379027
0.013665133555688365,0.14762667109831695
0.00932581855243423,0.1379643558169803
0.014182483669225646,0.16340658738143565
0.009091363307840855,0.11941079079851402
0.00775713027231536,0.22662788080966723
0.0073569186321938845,0.10177286935370278
0.009942244595844005,0.27280837125882507
0.018191888952399787,0.09270675612817314
0.02521888465791582,0.19647036248209848
0.021661227326756058,0.1809392910898462
0.026708969390719376,0.15319927327319638
0.023282770129902954,0.15698575086541522
0.027789408159381843,0.13243189391532484
0.016355751716673236,0.1508874860382975
0.015570589825755361,0.13094218070492702
0.014033060877810843,0.2002094008753541
0.009203347147146686,0.04780449784044083
0.026111373937416908,0.014662182857905215
0.030128674719720572,0.08971266987862614
0.0323544976229776,0.1308196375508377
0.019317383118448366,0.0896291203628089
0.024170162984032045,0.20310541941539328
0.013692833921888697,0.26424452626791095
0.007109150273579168,0.17680571600526118
0.03367995381370925,0.04784359884720235
0.028751538656523162,0.092478980636863
0.020612921633125364,0.03227124332994846
0.0387340094129787,0.06360150335975889
0.012523481834377365,-0.0037246870420366562
0.018600864193758945,0.006977986253022372
0.024778938826391293,0.038197009065702
0.0281830912621657,0.08189842996205166
0.011260786933589055,0.1381319508644221
0.02017458057864685,0.07440203352428032
0.017117720166064977,0.022782260096585127
0.023322486727359863,0.011778265969488166
0.035206607776084704,0.11334093131473555
0.010067411264426765,0.15117743947744156
0.0055988445710692045,0.070581419428005
0.007234339449308683,0.1289917744973068
0.011859612364002283,0.09787432193247692
0.01098047626022896,0.08493893263319685
0.009073033380190648,0.1413609902318469
0.008320870309001475,0.03990881523970413
0.014415102402421531,0.12448793315323015
0.008589716690917154,0.0311438336148403
0.00910329036835081,0.08426467480208533
0.00682560181435609,0.02673167786065178
0.009030765523421209,0.05728148603541716
0.008581823537675773,0.01921326897161124
0.009952418759750978,0.07334269270014415
0.015316567806027031,0.03146102470054957
0.008445553499037898,0.04555915509440789
0.02690405685718617,0.08391020729563414
0.009832067559349641,0.15317516988083357
0.010947839553628647,0.22584741775215544
0.03801857505053812,0.152139368465546
