multiband,delta,theta,alpha,beta,lgamma,hgamma
0.2632095225226171,-0.00024134113215668052,0.18066152058395235,0.18932258772911736,0.212342070609554,3.7858952507852095e-05,0.016124554695410298
0.24430601436105015,-0.001024622463862146,0.12335587785620716,0.14071111722922958,0.1235980764925586,0.03145706862045683,0.05127275234774231
0.3945184254667814,0.25378993630854696,0.255691983486274,0.2664066794508134,0.36842470556320017,-0.0025183009296980696,0.04320095503719301
0.29818448431816413,0.08284818451012954,0.13186531279948277,0.22128215792193429,0.23963230488193,0.03197519158759099,0.07203549121066988
0.4545535811379965,0.33230787279884355,0.3361757102090521,0.29142498853237575,0.40351596955643987,0.011469456076922069,0.03709670877125082
0.5832495034231711,0.37836366788251075,0.3747343247764139,0.3396309046485263,0.4899323528721644,0.03625986599946618,0.03234332921858074
0.29015741245675664,0.011548535267235982,0.14629737690949995,0.19005899831497097,0.11858252578275064,0.05862839080315618,0.09668465695233153
0.40289630468325643,0.29833488119681606,0.272972225481219,0.24538909779660356,0.3458867412681167,-0.0022438338671046942,0.03543852604953179
0.5566787671097994,0.358191076012803,0.4393393397057247,0.33925681229784654,0.46139236600497613,0.11405043654045455,0.005365016832569736
0.2909326648346,0.19336259437661474,0.23219152038753677,0.22263267106296503,0.28625200338327395,0.003632522407210348,0.050936622983737134
0.4502147118891793,0.30886676143011293,0.3635628207411504,0.3033173822994678,0.3951457765358225,-0.0009113518350702954,0.058468467027769755
0.41638699867277096,0.20705804740704736,0.15324641358414082,0.14481530289167655,0.2590018272672072,0.17605011819583205,-0.002148224376121277
0.3090130160891206,0.027169248430704007,0.21596075327489694,0.21041989804188643,0.24458311121563447,0.05555264801732662,0.08655697703163878
0.5595772067814078,0.44779701766380364,0.33691555410258733,0.3356084118415922,0.4650151636878246,0.06868637123032562,0.03238504833570255
0.7050324265934874,0.4525350213260273,0.4962551697025265,0.41185082352618474,0.5777005928167354,0.17075900828118928,0.014523865222158872
0.2496412315342127,0.12904842994826027,0.14725757246776938,0.19226574015750053,0.19811698585714643,0.04832900191419143,0.08860328954984997
0.23596833577180165,0.17894337005861094,0.17098439082752837,0.1753464568129406,0.23138046002951107,-0.0002370068366983613,0.045297300346638036
0.6020766441068854,0.4453384968474011,0.4577514802690106,0.39164118642670953,0.5270093555299799,0.10920967284456895,0.047256686997645514
0.6487410840772573,0.47446274790415544,0.4608899941700787,0.412959257386713,0.5672004323864737,0.3769030545855442,0.0004899904962050172
0.2221828800774983,0.06441579769169603,0.09433871003490091,0.13175222442672463,0.08450507332705337,0.09328651601909099,0.1302134707466862
0.4438319813204874,0.3176570326522459,0.30298547937315734,0.2855340271142808,0.37921907443245695,-0.0008471687752364954,0.07350225643761632
0.27284580165495065,0.16778503724855343,0.18347801427276145,0.21121631878822678,0.2603508494816037,0.010188980583692442,0.06461418958695642
0.4520603772874905,0.3324794730602231,0.24392953262259431,0.2998149623767946,0.3813274659254916,0.1093334832659677,0.029882619382039732
0.4797703922906993,0.37609881456889815,0.42171189541722487,0.3383463684508292,0.41363764152132654,0.2610743618158513,0.007627135449748357
0.40282258230815515,0.3203081421619577,0.2994492439950249,0.2823872134371739,0.3389556488105251,0.2417987603181211,0.015626268815294275
0.2876794027662304,0.1873661838041346,0.2526778401340457,0.25667692267916886,0.2880907967035825,-0.0016522427137215523,0.060315587051092856
0.4490174819013659,0.3859041679452069,0.3043829501352806,0.3227119741944561,0.3787766904176476,0.27382258899659884,0.032065853007289924
0.40750275191145025,0.279694401621325,0.2845064779317088,0.28305202512130667,0.37239018604952534,0.1323950945505442,0.04470335733545783
0.36804571426124666,0.2723798808027432,0.2544543840260757,0.27572956057963327,0.3307682453175086,0.23252268280166655,0.02440758677772603
0.2803602445547886,0.21814477969247137,0.22704514197491688,0.24698670494497887,0.25514222270964115,0.13496167827273087,0.019205727008897888
0.2884196235830242,0.22025764466037634,0.25340671940485304,0.2531611828237096,0.27679744005367724,0.15216371257918904,0.04514320266902927
0.18205832436230773,0.08599426091007878,0.01928110991950238,0.03990323033740639,0.052750279744597006,-0.0025091887815666958,-0.001937692338921826
0.13170272527007698,0.01971454548768259,0.021284599783639613,0.02016449553171873,0.057333263075619145,-0.002500244304026955,-0.002358391628988654
0.10084183110236933,0.03430580316647758,0.0075147070784244985,0.008878233729721074,0.05828588629569065,-0.002103397744850577,-0.002513218176784404
0.3145851049063795,0.07631295683227834,-0.0015672983104006999,0.008936886806922728,0.14465424195273635,0.006835299931918448,0.017107096914895425
0.20355411913920896,0.007191297480829695,0.06108558115474627,0.0633713403348618,0.11017707287316825,-0.00245190453655586,0.003793823675255159
0.10150905470102212,-0.0010540010404742617,0.07251643081568415,0.056390140075241235,0.08346609319083453,0.014834303873152432,0.008030017650749954
0.10528917152982908,-0.0025161504471165053,0.06729590218106574,0.045943448855400915,0.0816519501243288,-0.002410102967911776,-0.001812665222985066
0.26669146924234277,0.0367747354567749,0.03868686058887061,0.04286835511882181,0.12324295385293138,0.0003896356333127349,0.0002459084913479792
0.2200532285137986,0.018073602222524188,-0.0025120953628774423,0.021220848833971018,0.0867544181659391,0.005718045564799046,0.008871246524422727
0.2826168674189693,-0.0009740582853767776,0.07822509430654079,0.0772995468149934,0.20398105609792472,0.01172453321801048,-0.0009385658928693363
0.2718051460243952,0.00219264726505497,0.1306224059939296,0.09243203581387449,0.2086607192706077,0.04312612843942898,0.018610863469810446
0.1651856394188096,0.0342691988785333,0.14548328401455868,0.09946752526992997,0.13991589430083617,0.01270590496349877,0.003529684007739675
0.19339502660723518,0.01372267206497424,0.16855088010750585,0.14770610638024517,0.16054752026757424,0.016742172257953714,0.0016092833584271382
0.15926279430997847,0.02580169958738565,0.12663962837850518,0.11627623659273778,0.1411720187891523,0.010880027968481532,-0.0016043388747661869
0.30001079939523634,0.03798795878218553,0.2518414561397574,0.2500344156980654,0.2849864125306919,0.018331561196017643,-0.0015668508740167564
0.1717874068159596,0.003398586799819081,0.11919617964726437,0.11535411686607544,0.13772755580543428,0.0189742443597698,0.0008751166381288922
0.1838926415580575,0.02226786466459263,0.143609889907528,0.1504302189506438,0.16203345645064227,0.009645180984962254,-0.0017413977930247349
0.23242699037465486,0.022353450482367587,0.11756012017952833,0.1688374637115564,0.1472734933117359,0.07544673048902073,0.00504141180736839
0.11376975152331048,0.006751054563702064,0.0656611052489291,0.10651701674485792,0.08424866098946526,0.019610970979347386,0.0014683148692749004
0.28107328930415176,0.16187018282792132,0.24564980709356,0.22660000245921508,0.19504872541889084,0.052381906130812506,0.004549110124226763
0.28502447589547497,0.07855716106312172,0.21109823548344597,0.24116618344066476,0.21691572681523497,0.09790323416717184,0.006091349857670569
0.2881892970591756,0.11674052939719237,0.22746641694625624,0.25740651050395436,0.23680177913541378,0.12922758970958248,0.004383485435140999
0.2904950948261442,0.07100012616482254,0.22741931061150067,0.19956586879235527,0.20838792953643148,0.11081115830273414,0.024077100774624105
0.2825747158499553,0.11643841819476985,0.1949726534359313,0.19181949573312385,0.24813048487218392,0.2116233876886663,0.00574013929106465
0.2513373393425663,0.035140606210549596,0.1394471013581572,0.19791853254081848,0.19085338790588624,0.20592257390142754,-0.0008187124499632326
0.3718872059427104,0.13037802632438455,0.22681924723033342,0.2816291862745085,0.2322615234982608,0.2455897395742218,0.005082215385949662
0.3082851636666858,0.20272652865259433,0.23867511235762517,0.2583622925009629,0.2758217732111313,0.2510617974849888,0.013423452183859541
0.40356775086092633,0.16879192312860503,0.2063521898536944,0.26468510214246055,0.23138766080834738,0.2725206142708918,0.004449318533732982
0.3170207600555973,0.18202394782363807,0.2409686143196339,0.25628748593202566,0.20304001765207003,0.1851733237195754,0.015214931026434453
0.3042351212064913,0.16271023823249586,0.24027844883238958,0.2946581946506338,0.25516074749165707,0.18322219839828402,-3.7325148388278606e-05
0.3580210406327443,0.18014644619902687,0.24637987134299466,0.23238099930943368,0.21716885679050302,0.22758679123771208,0.0060559864372714545
0.3815229503346348,0.1534913721058947,0.30374609873029634,0.23763005149308414,0.24753908121167223,0.2703608188924016,0.0332692399499277
0.2713516308595283,0.1514230775987263,0.1877809424486071,0.18857810234722494,0.24221962172542133,0.2664028513349438,0.005088595655101558
0.3467282217261396,0.12346243341328367,0.24525767407575771,0.28407406637713417,0.31691767944684324,0.30463731184492704,-0.0025128525723006057
0.32433575950577165,0.1899306784293855,0.21358268174128214,0.144821277798188,0.19374105152208732,0.23436757992940904,0.006488222869910243
0.34206009764316236,0.2203426954333495,0.2520070013676089,0.2518455661142861,0.269571577075038,0.2964610268938672,0.0034536814748307165
0.30387740352885395,0.23653112644059504,0.2223832580819204,0.18494632534297084,0.24044418591209005,0.25122328178009623,0.011640430982920669
0.23584279307005285,0.020468409076102367,0.10974150988137021,0.07311640722461432,0.16430648841000095,-8.253569768301716e-05,-0.0007899035489051798
0.3030007093897529,0.05658371349673985,0.18228554021137988,0.13577151797788345,0.28795887373298945,-0.002036755867137252,0.0016452295569822084
0.2850112292598227,0.038518461915783564,0.11951019679424368,0.05697967300054063,0.19880765593576133,-0.0020196172964324077,-0.0008998002120237381
0.21390298107989703,0.05949664051659165,0.13393870047166234,0.12211650676142949,0.21234105105184853,-0.002451388275505062,0.007441128161810973
0.2436708393323499,0.14463203898030808,0.20727388015921167,0.19742879141361047,0.2410999020531147,0.020993028742432807,0.03218265150346544
0.2004400983586354,0.14912549572253453,0.1579966392166614,0.13920195378446076,0.1635310970901681,0.018612191578999515,-2.1070919636212437e-05
0.2546564996950019,0.16921145372275725,0.24509384705826465,0.19024872780003244,0.24542035853705968,0.057850214694375346,0.01660148197958855
0.2931248801326024,0.15631241921454375,0.2458467565907746,0.26386246170573935,0.27658041206259587,0.03532815098445674,-0.00010812069772470068
0.1755921555663652,0.09958607852465173,0.14685475555583016,0.11725261990969571,0.14112633122606777,0.02740570162457845,-0.0019499369747097983
0.19533393133829535,0.13952576295075336,0.19436250449157677,0.1869890933128756,0.12437024276584074,0.036926714391832594,0.017206425654678226
0.30020247891208285,0.13031443417356137,0.24723452908651944,0.24842391430656574,0.2725651605330278,0.10534349747130944,-0.0002646571377251661
0.20077301855879515,0.13838504473094115,0.19558015855214705,0.19858659867220974,0.17986875132049085,0.09835599411440843,0.010963140179856112
0.32809565174483657,0.19014556820160466,0.3082051186846526,0.22883383663981371,0.3021379387012718,0.19444609811225588,0.03668628377570016
