scfc_coupling,rsq
0.6075187969924812,0.2632095225226171
0.19772403982930295,0.24430601436105015
0.7000000000000001,0.3945184254667814
0.4635467980295565,0.29818448431816413
0.6773399014778324,0.4545535811379965
0.7773913043478261,0.5832495034231711
0.3561576354679802,0.29015741245675664
0.6711229946524064,0.40289630468325643
0.5336752136752136,0.5566787671097994
0.7977296181630547,0.2909326648346
0.7808695652173911,0.4502147118891793
0.6771929824561403,0.41638699867277096
0.5227148330596606,0.3090130160891206
0.8137254901960784,0.5595772067814078
0.659346892472247,0.7050324265934874
0.7275541795665634,0.2496412315342127
0.728695652173913,0.23596833577180165
0.8008403361344539,0.6020766441068854
0.6593406593406593,0.6487410840772573
0.431527093596059,0.2221828800774983
0.8256410256410256,0.4438319813204874
0.30589543937708563,0.27284580165495065
0.8504273504273504,0.4520603772874905
0.5599555061179087,0.4797703922906993
0.822664770033191,0.40282258230815515
0.7012987012987012,0.2876794027662304
0.8411764705882352,0.4490174819013659
0.922077922077922,0.40750275191145025
0.704772475027747,0.36804571426124666
0.5405923344947736,0.2803602445547886
0.7323546019198194,0.2884196235830242
0.6180451127819548,0.18205832436230773
0.32745098039215687,0.13170272527007698
0.7235294117647059,0.10084183110236933
0.4297435897435897,0.3145851049063795
0.8176470588235294,0.20355411913920896
0.8052631578947368,0.10150905470102212
0.823529411764706,0.10528917152982908
0.8076923076923077,0.26669146924234277
0.31304347826086953,0.2200532285137986
0.40659340659340654,0.2826168674189693
0.7622377622377624,0.2718051460243952
0.709090909090909,0.1651856394188096
0.6439560439560439,0.19339502660723518
0.7714285714285715,0.15926279430997847
0.5017543859649122,0.30001079939523634
0.5692815249266862,0.1717874068159596
0.6,0.1838926415580575
0.5417391304347825,0.23242699037465486
0.5596491228070175,0.11376975152331048
0.6526315789473683,0.28107328930415176
0.5133689839572193,0.28502447589547497
0.8857142857142858,0.2881892970591756
0.3651960784313726,0.2904950948261442
0.5069565217391303,0.2825747158499553
0.6636363636363637,0.2513373393425663
0.6153225806451614,0.3718872059427104
0.32608695652173914,0.3082851636666858
0.6642156862745099,0.40356775086092633
0.4540600667408231,0.3170207600555973
0.44869565217391305,0.3042351212064913
0.6606060606060605,0.3580210406327443
0.44296435272045026,0.3815229503346348
0.465546218487395,0.2713516308595283
0.25066844919786097,0.3467282217261396
0.7362637362637362,0.32433575950577165
0.721001221001221,0.34206009764316236
0.756140350877193,0.30387740352885395
0.2549019607843137,0.23584279307005285
0.4252199413489736,0.3030007093897529
0.33990147783251223,0.2850112292598227
0.6045112781954887,0.21390298107989703
0.8095238095238096,0.2436708393323499
0.6805194805194805,0.2004400983586354
0.1956043956043956,0.2546564996950019
0.9523809523809524,0.2931248801326024
0.8111888111888113,0.1755921555663652
0.6,0.19533393133829535
0.8000000000000002,0.30020247891208285
-0.006993006993006993,0.20077301855879515
0.4601503759398496,0.32809565174483657
0.07792207792207792,0.21100699192449457
0.8706766917293233,0.27656191110071393
0.4409937888198759,0.31055845295799445
0.7849624060150376,0.3616809339593545
0.31487179487179484,0.04219175213756454
0.1330049261083744,0.1380290041355412
0.13736263736263735,0.10509945564319301
0.046589446589446595,0.12398651592067622
0.7523219814241485,0.1853450226281722
0.28176171654432525,0.12043523675912793
0.575381140598532,0.17330753462665704
0.7142857142857143,0.13849019694796372
0.3867871259175608,0.21352862256049354
0.5323529411764706,0.12472331713705054
0.33952528379772956,0.23756275761225454
0.6029411764705882,0.23074229457143025
0.049183673469387755,0.15630639094465093
0.5857142857142857,0.1666182866607926
0.12684989429175475,0.17297939669770934
0.19047619047619047,0.17864764414146161
0.09,0.17604691728501165
0.6245614035087719,0.21935783957446797
0.5754385964912281,0.25906591501111065
0.12151067323481116,0.23093829818375966
0.249633431085044,0.1519092405125051
0.3686783804430863,0.07502906179342317
0.7459399332591768,0.18049735340437434
0.5171568627450981,0.15167378856087
0.5290322580645163,0.11034798446685379
0.39538461538461533,0.17557343157711436
0.63008547008547,0.25399701056859747
0.33278598795840175,0.1416464041393255
0.315406162464986,0.13054921080610138
0.27413127413127414,0.07335367869502052
0.40445344129554656,0.18383838964336396
0.33614369501466274,0.034325462319773514
0.32515856236786467,0.18010795009691127
0.45660377358490556,0.08083714982358636
0.14516129032258063,0.1890945075723991
0.3130144605116796,0.1482021695756225
0.6799853372434017,0.27374377380275905
0.520053475935829,0.1574597803943879
0.3630686886708297,0.07335357498364992
0.432967032967033,0.06871589839738668
0.29999999999999993,0.13325902389743627
0.09999999999999999,0.1958951829643083
0.6561264822134387,0.06767926002678215
0.6299019607843138,0.07579763291578179
0.6441176470588235,0.14663189589471082
0.5879120879120878,0.12306035602599752
0.37719298245614036,0.12556298356201756
0.48275862068965514,0.11514798562048545
0.1818181818181818,0.06415333719207961
0.6084427767354598,0.20722370344880214
0.6150375939849623,0.1816800898943992
0.4977485928705441,0.09136187981093302
0.39803921568627454,0.12000644477897981
0.305019305019305,0.09239375583440468
0.5210803689064558,0.19475929215462506
0.42857142857142855,0.08472528617546204
0.4345299145299145,0.1127838788549832
0.10892172961138478,0.03384942850909778
0.9566563467492261,0.15410886535064572
0.7929824561403509,0.24244749412770294
0.2851906158357771,0.09676833014621433
0.1850707850707851,0.06186212703908689
0.6948790896159316,0.09554417051300124
0.6964809384164222,0.07088919221208712
0.4182551319648093,0.06856153966661738
0.39008547008547007,0.09123091098945946
0.6181451612903227,0.0793930159598758
0.44088669950738907,0.15310572441933923
0.5287356321839081,0.05357199555869452
0.34545454545454546,0.0654081759772206
0.7235294117647059,0.12438558744252604
0.617741935483871,0.1306634527082935
0.8857142857142858,0.08568778097238217
0.4450549450549451,0.12064294982879842
0.4523809523809524,0.026932980637434434
0.7163967611336033,0.3034392382811415
0.3934065934065934,0.027352966654813016
0.6210526315789473,0.024073661742190833
0.31565217391304345,0.0880737226091366
0.464935064935065,0.08334156991359232
-0.028797289666854884,0.03582550328669254
0.6333333333333333,0.1395327934591768
0.36453201970443344,0.0990000387050296
0.18991596638655459,0.08765367625478526
0.21052631578947367,0.07817309402434047
0.35645161290322586,0.2203834153202714
0.41699604743083,0.13936475640966772
0.5590175953079178,0.1336202937021198
0.6115830115830116,0.10343872109242147
0.44274193548387103,0.10463587006439978
0.4307692307692308,0.23978411585059645
0.27169274537695587,0.08236170654324015
0.4913156752062527,0.06335795079778606
0.5741978609625669,0.0995407814558873
0.43314366998577525,0.018796816127311988
0.41798418972332013,0.17305017532717293
0.47918313570487475,0.09170642957954123
0.3958944281524926,0.0766213694523088
0.5028225806451613,0.11226210518943658
0.5827392120075048,0.011612050161716847
0.2763546798029556,0.1061968791124217
0.04538461538461538,0.12429416706827301
0.4526056120875732,0.03042962105949687
0.438423645320197,0.10650623666860581
0.5548717948717948,0.11056181259262188
0.7039316239316238,0.17673996958746008
0.27076923076923076,0.06917615071201688
0.3991304347826086,0.12551480090376765
0.95,0.16706715579916154
0.3289545703338807,0.07250113993138474
0.37009803921568635,0.09525545061051677
0.5376676986584108,0.08464382094834177
0.14436090225563908,0.07324771320548396
0.6862745098039217,0.08772561406509038
0.3321739130434782,0.14658769517592052
0.6064586754241927,0.30068390752725727
0.34433198380566804,0.29398938682766174
0.6852941176470588,0.33733472979437806
0.8260869565217392,0.5262487432253119
0.5813125695216907,0.306121097904013
0.7438461538461538,0.49364019536858506
0.5332093226830069,0.33012551732293993
0.4822112753147236,0.6338136057120172
0.7271062271062271,0.38075385396841055
0.9593984962406013,0.6170918202658747
0.7648221343873517,0.4510097354588418
0.5164835164835165,0.3150900983721735
0.6506493506493506,0.46021246960663464
0.7755883962780514,0.2786836595449098
0.6937403638606229,0.6484778029420195
0.7752682100508189,0.27584908722042145
0.31910235358511224,0.25237699021804283
0.8284313725490197,0.6241207781199752
0.742979242979243,0.4791131735757961
0.362026862026862,0.32145024611288786
0.7069143446852425,0.7246410403957342
0.7077175697865353,0.41479930979734914
0.5923387096774194,0.4651624239339407
0.44272445820433437,0.29731746110112944
0.5203007518796992,0.36746230536393487
0.8039408866995073,0.47376252848146183
0.9285714285714284,0.4527754756758908
0.6263736263736265,0.29342460811760906
0.6874231032125769,0.3046231922200776
0.7688338493292053,0.2906285018149344
0.3735177865612649,0.19287866309186275
0.6196524064171124,0.1543351094929467
0.42546791443850274,0.1377257092860451
0.33522996680891415,0.15277182782796128
0.16695652173913042,0.19365517045269254
0.6052631578947367,0.18166451241061632
0.6092603049124788,0.15030465855310438
0.5421052631578946,0.1623278669818783
0.75,0.14223166354591155
0.8348813209494325,0.14087107583222203
0.762641898864809,0.1705743525465282
0.8456140350877193,0.1555944658731402
0.6923076923076923,0.21701580119376118
0.6735294117647058,0.1996844019027879
0.7934065934065934,0.26221610407329343
0.7428571428571429,0.188445986459996
0.5381140598531904,0.30348423372538547
0.8021978021978022,0.2282407841802636
0.4714850367024281,0.3204416165261268
0.7142857142857142,0.14554177370900645
0.6844155844155844,0.24728417425346205
0.6748768472906403,0.1742849138211905
0.5111969111969112,0.3098598036478388
0.36453201970443344,0.29616559571280976
0.9166666666666666,0.2705065493307306
0.5190211345939933,0.31932545114707833
0.5241379310344827,0.33984774374502813
0.7977296181630547,0.3463834682193644
0.4714850367024281,0.30056276406031657
0.5007518796992482,0.254237227908059
0.3546153846153846,0.3706475548825001
0.37851037851037844,0.3146094814199235
0.8571428571428572,0.3526103472964497
0.5181818181818182,0.2790295178786186
0.5259989053092501,0.3781531381980968
0.6719298245614035,0.3255948995090472
0.7736752136752136,0.3471106871953322
0.5403726708074535,0.26271455564218793
0.6284584980237155,0.3160301855983537
0.805759457933371,0.2856349706063904
0.5115995115995117,0.3405575275340471
0.12154150197628459,0.26834136928475694
0.5636363636363637,0.2804431955454728
0.34236453201970435,0.36213851172676204
-0.19999999999999998,0.3596118047160348
0.8811188811188813,0.23847732565165203
0.8461538461538461,0.33750697907963734
1.0,0.20915765496145966
0.6373626373626374,0.2977521643378719
0.4685314685314686,0.29056212619715605
0.8531468531468532,0.23054249808248706
-0.021978021978021976,0.3365180671013088
0.5211558307533539,0.2825310831515826
0.14407814407814404,0.24600162655102964
0.9,0.26333205096877743
0.43240284619594965,0.25653172460422047
0.8206896551724137,0.251688429321008
0.5104895104895105,0.2795816213646407
0.5764705882352942,0.34310556130060454
0.1452173913043478,0.13843598474505037
0.31228070175438594,0.14329850939377742
0.4278260869565217,0.22561550789275875
0.5042348955392434,0.16359089937666926
0.6862745098039217,0.22590712577622152
0.9047619047619048,0.1810493281635127
0.6454545454545455,0.12875129329436086
0.67,0.13981139366559459
0.44434782608695644,0.16623330196808583
0.30315249266862165,0.15209490758788824
0.8176470588235294,0.1089116766532845
0.37549407114624506,0.0756203577343385
