orig_rsq,new_rsq,fcgrad
0.2632095225226171,0.2784903605422149,-3.75888109822063
0.2443060143610501,0.14922356999489905,3.378122903868326
0.3945184254667814,0.36838102639111103,-4.495226663727653
0.2981844843181641,0.3381836525182763,-4.816629221652149
0.4545535811379965,0.43879671720365154,-4.931100868800302
0.5832495034231711,0.5895051223197187,-4.698729708300296
0.2901574124567566,0.19844914872138553,-0.097441917335345
0.4028963046832564,0.3724704494548018,-4.181119258476564
0.5566787671097994,0.5634415737394562,-4.885113991135364
0.2909326648346,0.30570054999270924,-4.974576739459337
0.4502147118891793,0.4485972418504446,-4.956415064231019
0.4163869986727709,0.3789977858011737,-1.1388504501093475
0.3090130160891206,0.265023540373446,-4.440199882192526
0.5595772067814078,0.5697312305623081,-4.457911008699155
0.7050324265934874,0.7314949150333622,-4.4449827490313885
0.2496412315342127,0.27250283220974636,-4.916271951790892
0.2359683357718016,0.3050814053100205,-4.77286755190136
0.6020766441068854,0.6671730366917414,-4.849337262030548
0.6487410840772573,0.627580140394191,-4.752800151731809
0.2221828800774983,0.1728396413673069,5.2247042472036735
0.4438319813204874,0.49005314074955286,-5.021501639593178
0.2728458016549506,0.33279501822971713,-4.973155831530783
0.4520603772874905,0.4336653312504928,-4.453613657750948
0.4797703922906993,0.5068873768013475,-4.945807527783904
0.4028225823081551,0.33603449691136056,-5.016464871512179
0.2876794027662304,0.31352703908326085,-5.059385626578751
0.4490174819013659,0.4450483581241116,-4.815189611989708
0.4075027519114502,0.3249514638637778,-2.517610417769573
0.3680457142612466,0.3514294415185397,-5.033175534686458
0.2803602445547886,0.2268654608072349,-4.83481233630907
0.2884196235830242,0.27245685866288727,-3.9472671922937135
0.1820583243623077,0.16475010058148942,-5.58083713835396
0.1317027252700769,0.25731066415476167,-5.534480910971813
0.1008418311023693,0.09192450358917814,-5.94543523347979
0.3145851049063795,0.19229204444337078,-6.3296408564902285
0.2035541191392089,0.20432693512671674,-6.641077070269792
0.1015090547010221,0.1858855101789364,-5.196245127985026
0.105289171529829,0.15017160026962928,-5.789410483327189
0.2666914692423427,0.26613688558137405,-6.433276948868972
0.2200532285137986,0.16489150526392782,-5.959070348191789
0.2826168674189693,0.3082342625729708,-6.341399930037215
0.2718051460243952,0.2722056969553116,-4.980785109928849
0.1651856394188096,0.16824791905133818,-6.883097526368281
0.1933950266072351,0.21998625455247267,-6.802203914404642
0.1592627943099784,0.22356476421177407,-7.203933275029504
0.3000107993952363,0.2707439014111419,-6.089392062128598
0.1717874068159596,0.18536428287360363,-6.35674116312366
0.1838926415580575,0.17149734800274152,-7.167699567870336
0.2324269903746548,0.23263807889551502,-6.699821885893311
0.1137697515233104,0.09146863707649255,-5.916398163805856
0.2810732893041517,0.20423672197190457,-7.1788731490444055
0.2850244758954749,0.2747352793220754,-7.1214531796577925
0.2881892970591756,0.2556507616785386,-7.365565135372607
0.2904950948261442,0.1536639486112621,-6.850545821450959
0.2825747158499553,0.27929957036811226,-7.633447272396853
0.2513373393425663,0.24435695187658613,-6.43424627564529
0.3718872059427104,0.32238996730904446,-7.443903090490474
0.3082851636666858,0.2301971873784855,-5.954380133660894
0.4035677508609263,0.2269548135451004,-7.565427170564505
0.3170207600555973,0.2228490636508368,-6.748807808523748
0.3042351212064913,0.27132300039992474,-5.269329921375119
0.3580210406327443,0.24578198212666924,-7.1898803195285215
0.3815229503346348,0.210257316039127,-7.334925630949077
0.2713516308595283,0.2172371734152675,-7.54943252289406
0.3467282217261396,0.32247381607034165,-6.8558097835690415
0.3243357595057716,0.24594828031530003,-7.365293221332918
0.3420600976431623,0.2498069221756557,-7.090210642419503
0.3038774035288539,0.2435182373803666,-7.674248894641416
0.2358427930700528,0.20670720277402987,-2.592406752772711
0.3030007093897529,0.2865888764390714,-2.1156548423465846
0.2850112292598227,0.21000964099954622,-1.7439807369078633
0.213902981079897,0.2602266397202516,-3.651489563159829
0.2436708393323499,0.2460058471258818,-3.040947126526308
0.2004400983586354,0.12716679443081835,-1.6100896588133748
0.2546564996950019,0.19832049534083562,-1.340225742563279
0.2931248801326024,0.25967073763519877,-4.963997967044032
0.1755921555663652,0.15788416003317385,-0.3354688838921484
0.1953339313382953,0.16799443907449596,-2.196921452193315
0.3002024789120828,0.25547947647255553,-4.286661065100851
0.2007730185587951,0.166076277192585,-3.076921139057605
0.3280956517448365,0.2863401422947428,-1.9873434725349608
0.2110069919244945,0.2039628310953462,-4.368830836448396
0.2765619111007139,0.2349470635260944,-1.6915766858972776
0.3105584529579944,0.28616835375209027,-4.223857449999905
0.3616809339593545,0.34290101480740753,-5.640374396174654
0.0421917521375645,0.05223408579061484,-3.303456081730155
0.1380290041355412,0.10813568041407884,0.2371700642644211
0.105099455643193,0.09123571500017924,-2.5915764656001223
0.1239865159206762,0.10393674681246523,-0.1882455940034031
0.1853450226281722,0.1166655452732529,-0.5726291797958938
0.1204352367591279,0.120185769395586,-2.212278206338365
0.173307534626657,0.15345271153108475,-3.641515960281012
0.1384901969479637,0.1795935404025335,0.3858920260450513
0.2135286225604935,0.21522179911469363,-2.469898520609187
0.1247233171370505,0.1002799863157866,-1.1880520045546263
0.2375627576122545,0.19648977508181154,0.3948656377233363
0.2307422945714302,0.1316532663290091,-4.0986076263555535
0.1563063909446509,0.03321338519845285,-3.285331596523926
0.1666182866607926,0.1474822414405893,1.072369675051058
0.1729793966977093,0.12485240950974863,-3.3388548157061435
0.1786476441414616,0.014717070245799047,-1.8672684868600395
