trainCorr,testCorr
0.5231739640373677,0.1476931119589333
0.5051715433066768,0.1806188566620093
0.6347038813369871,0.1813871493821227
0.5552754211819053,0.15617200837573916
0.6796734675533862,0.24144049478428692
0.7670515383910756,0.24692277010383865
0.5478083524795575,0.16142101624373983
0.6405573966370348,0.16466329488968287
0.7495836435758333,0.26211227210552546
0.5491931775575788,0.21595650534339259
0.6763679870368469,0.2495796122007062
0.6503615836190219,0.15846370776565608
0.5649643472061713,0.1847594351503606
0.7514982679639123,0.2280183680347
0.841207340718181,0.2874877251434236
0.5114427913396987,0.22565024275720438
0.4979865754182483,0.17613418132766434
0.7791151691598395,0.2999935789813619
0.8081263043414354,0.32404147169408615
0.483233180254226,0.14118965613756682
0.6713419558278152,0.20774686281315058
0.5324947798852634,0.18225533333182625
0.6771847177124118,0.18497273945931164
0.6976299330983958,0.2232928495921787
0.6406661157847111,0.1696149794425497
0.5466470912607998,0.3029343090698289
0.675381452622621,0.18275289638091952
0.6441889129133495,0.19979298693475872
0.6138215299459714,0.20565578955353103
0.5396239110851795,0.21215619658258944
0.5472359419727323,0.2468403473744433
0.4385897626113537,0.07519306099456151
0.37909591757417627,0.042465498452234476
0.3371757572557409,0.018480505070478322
0.5678132021997695,0.1392544424465665
0.4627958183293747,0.09678872035450488
0.3393401564578964,0.04875936871826331
0.34451282193791344,0.0630455374834523
0.5246163546814359,0.11529839423194309
0.47808719378480485,0.0764245789657922
0.5402667714928351,0.11935042058444921
0.5305576158386344,0.11744779527719179
0.4218954523842906,0.0852363527040656
0.4534427658761256,0.10968910488712241
0.4152829290029955,0.12425307132170042
0.5573857956618086,0.2235884111119276
0.4287361528288487,0.08685379327733256
0.44314387926521565,0.127132700562959
0.49345137303997916,0.12196399150003936
0.3571444176742603,0.06834462564509407
0.5401258001647752,0.1542683701559933
0.5439377410873831,0.17480791222683928
0.5467744295428227,0.18085378146544717
0.5481974731032627,0.16887732392360558
0.5413653533223636,0.1472930088089623
0.5125799301695306,0.12856348275730267
0.6165319137892242,0.1681971337151019
0.5644494215317098,0.22395982068389414
0.6407458146264949,0.1457207330832586
0.5713641478221836,0.15731239414211035
0.5609726112431827,0.2441759634168471
0.6046719576361307,0.13153426551676042
0.6236954332601806,0.1570635797659852
0.5314798809474818,0.14589753238959385
0.5970538847756828,0.23350713055866018
0.5766469401820132,0.12311078733548299
0.5930178711049465,0.18869533292265792
0.5599577899260771,0.15880546746882174
0.49517758448867105,0.08559620016657202
0.559706984252151,0.2019508017170244
0.5428076310825567,0.15206141711089524
0.4753459709157976,0.12820268849251956
0.5054738766376656,0.21937143692922376
0.4601259068325173,0.12762722583415456
0.5157464486507578,0.2591991467190001
0.5512665034718953,0.25765101566904997
0.432325985524308,0.09323288131191654
0.45545118964198517,0.17096590811557263
0.5570027871578341,0.17649026984423033
0.4618995674408066,0.21897453943525902
0.5809387854462233,0.210021868328305
0.4722851726547247,0.1715004725362781
0.535517183957711,0.1552662750716304
0.5665118678125579,0.23013867010991174
0.608933488562823,0.22924648403811648
0.23919260027111547,0.03148156260105828
0.3890368813755177,0.09150362645880838
0.3448062316811181,0.08247965018701021
0.3708557942360652,0.10659624266908739
0.44361951203276295,0.1227896142525615
0.3643191376522957,0.050926176549140834
0.4296732128120283,0.0773810746469309
0.38742631913895015,0.06174249833253179
0.47339906327038445,0.11003685587820075
0.36984349521062176,0.07485350427135762
0.49892157209084054,0.14643137875853013
0.49048956774090446,0.09750439678749856
0.40863341371159523,0.06229813010855516
0.42135348258334027,0.07161525739686758
0.42834874927310634,0.07934840694936693
0.43446104327503454,0.07073291316543352
0.4318114758086349,0.08152720549744571
0.4785652392135404,0.10238850275287942
0.5172684807598152,0.09607080564796831
0.4907514555740872,0.09605061910916009
0.4040130099444333,0.07635887545314961
0.29661713157960484,0.031574987591170466
0.437926641765136,0.09970598382633859
0.4052904625524436,0.12931544246488444
0.3509367762387339,0.054408314432580096
0.4338072298871518,0.18380422622005319
0.51411576227092,0.1342358400295064
0.39407033677022796,0.11245398056294806
0.3754249277937864,0.04870964147534539
0.29618156245600374,0.03071209464827319
0.44033159533923194,0.06905380888072486
0.22106178777990157,0.03408169121603371
0.4373444329495701,0.08311079208393342
0.3082276685569171,0.08569277699543179
0.4477262835968474,0.053334670025244765
0.4009258431751077,0.1066583489173157
0.5319228734347154,0.10085310550138515
0.4125335184915242,0.13958221569563953
0.2943069763082483,0.062007458125844885
0.2879894391698322,0.1052152953065114
0.3813839389382122,0.08666910274484448
0.4562002668079426,0.16287211626543313
0.28635375352625164,0.07189041896256038
0.29795435017263333,0.04362124091200665
0.39727118361409636,0.08843150537743517
0.36724249438512524,0.05139969493535918
0.3719133274496172,0.07875881355715851
0.35826661604329973,0.09187518972185
0.27960809002844594,0.04554392600063403
0.4677824523418816,0.1373999134964717
0.43802265476092167,0.09313148801056996
0.32391551350076186,0.07089720574873297
0.3653299626015986,0.048270935122096875
0.32487509964154093,0.060508151238287004
0.4529483592387189,0.08377230922505972
0.3140679263655431,0.04821718213168057
0.3536322122775304,0.0635058141775834
0.220784682697411,0.02694545125312863
0.4088863991488157,0.17134279233022837
0.5042199209621463,0.19940066257153058
0.33243962907543817,0.057863746529891576
0.27595755904772773,0.03584385895997921
0.3313821883846211,0.06814023363028483
0.2902841164067574,0.06189094770453167
0.2867470924718727,0.052089270151013625
0.32247650473104145,0.04657555320508959
0.3045860691823676,0.06301937622032416
0.40621159195130296,0.09384058180934436
0.2590520043695132,0.036526229708269256
0.2820020864166526,0.0628492985641998
0.3700549151989512,0.05574859643769536
0.37775770672892506,0.0401718025532078
0.3144711646082996,0.05432060169160921
0.36646882996716923,0.10433908450796643
0.20438733763382202,0.029488548705563965
0.5595569614726087,0.18762280928931885
0.20283535087333152,0.023319083987185206
0.19480690572769058,0.0190639554409082
0.3172002127306475,0.058558897960735184
0.3093468175209579,0.04167725650567753
0.2241719490922058,0.03025537228957691
0.38966938530654455,0.0742939451383003
0.33444716720123163,0.07195544455754696
0.31699358512340514,0.05457504808963408
0.3029371847947038,0.05292159849182601
0.4809591920711183,0.07261465073274799
0.38878144513861984,0.05557378503619813
0.3812683563557522,0.07379057966690601
0.3411344198029534,0.06369896294576449
0.3429489805930504,0.05348413973779558
0.5001053424552276,0.10931691951395092
0.30976452695965095,0.04013561831251256
0.27814367683067376,0.030087656323973675
0.3352416918674021,0.04910783413397068
0.1849230648176539,0.016337241201332734
0.430345070096436,0.08615799681266204
0.3224545791910646,0.026785203103950248
0.2991667324009319,0.033892084629769566
0.35339479335229473,0.05478085176920264
0.16464134910622114,0.008272983560008964
0.3450127912086366,0.05309821409809684
0.3704250936530958,0.058881497861939844
0.21253098403627257,0.011240293729423449
0.3440636326446911,0.06069404043980374
0.3523592606219962,0.1276851196405426
0.43404743096421033,0.1133170727109505
0.28849886205174446,0.07499926203510261
0.37240317194899925,0.10109397868005686
0.4238206437109244,0.11482587170699476
0.29361072591593607,0.052690016158225945
0.33005741164082547,0.11151002913694562
0.3140550403337276,0.07872781830765718
0.2957061584463544,0.07780196238565837
0.3188628216891003,0.0566783693532485
0.3991747501037346,0.12791302540589097
0.5570134649793405,0.17720261256793882
0.5516727189444364,0.24547921420666752
0.5892450330816754,0.2239818795443325
0.7295565532974427,0.2588412259061517
0.5628521225860166,0.2985821098216002
0.7070209462266149,0.23057257704784082
0.58302278476251,0.2177557534239351
0.7981838601507373,0.25325358049575186
0.6239045257740554,0.19560186059016574
0.788118831926518,0.2724404900601429
0.6768439853209022,0.23389149112118207
0.5704346625102181,0.22808249567053734
0.6831530225120666,0.22008832459923613
0.5383104509999307,0.22610030464654657
0.8078746240496231,0.30971339737192344
0.5350107632905057,0.13207677962416248
0.5126146392221099,0.12204212420447437
0.792660055372846,0.2861974263436165
0.6968799109284596,0.22671275685911696
0.575859082240221,0.23206633590828885
0.8525174677438573,0.26787955009095665
0.6505951559969417,0.26860761743184614
0.6875241910530293,0.2488600274231018
0.5548644391475442,0.2102380965746291
0.6143580623361983,0.26083858364238316
0.693958503000694,0.26913533558088276
0.6784452937904003,0.25120860056580513
0.5518583567193968,0.2741449690766513
0.5621589165819021,0.3182188650824946
0.5490506928384046,0.20962319855415718
