new_rsq,fcgrad
0.31376954239465304,-5.732135170508654
0.47595154604973666,-5.614153325583887
0.4146791944214755,-4.668784083601492
0.33500348138752367,-5.818834812327686
0.5040629775457861,-2.571343390464472
0.3172474266445614,-4.943935862897267
0.6440931682958413,-5.790893316536831
0.1854547003748218,-5.104909315400621
0.6291330718737485,-5.340499815698465
0.34741885253446103,-6.003424304196793
0.4729365161749529,-4.968070562718862
0.2850766602106858,-5.775410707642592
0.4037332796195776,-5.719294376202374
0.43292755280966555,-5.639120735894241
0.2030971393965224,-5.163030934290107
0.15150100321601068,-5.6200814754346275
0.2700592030237158,-6.588044199319365
0.24053858972627473,-5.455320393357968
0.2841061525524776,-5.715894979783088
0.19293088180548168,-7.192243656567997
0.1262971673602874,-6.070161112191034
0.23511939529549597,-6.633833687158175
0.2672651357443706,-7.311474436632468
0.350605632027162,-7.256431652967676
0.34626822817969505,-6.024839344305295
0.43730772176598876,-7.272812600155733
0.3603646851368878,-7.146983194049702
0.3893633913860697,-6.5138391526722765
0.29730802803231426,-7.41979904683158
0.3326445801568402,-7.17840381136091
0.3257760357268841,-3.8432771261960594
0.2848653997150348,-0.9708520263073759
0.267540391746361,-1.395340510412301
0.3129557383416901,-3.9580094202914347
0.3398677228032917,-4.788266141822584
0.20715139200505728,-1.8426665375659428
0.3749820782093556,-2.7630689293411956
0.229403320046917,-4.774409629227168
0.27597699431811173,-0.6744614954659024
0.39401251775012436,-5.033154233780054
0.1101130903900226,-2.2656191527410727
0.113886472474659,0.015782281064016784
0.16547888631087249,-0.05888375329341728
0.1408951138389628,-4.313031315380752
0.19845829215879662,-3.278725321298363
0.0952364637459241,-0.8161082733045932
0.1384039776943986,-3.927543725760694
0.18650626117182567,-1.8734593888615136
0.22650029829175444,-4.261898930009058
0.2709772226102718,-1.4516379756301618
0.12729850172447266,-1.0296731801505359
0.11977520318236623,-4.185566466796201
0.17466433293932637,-3.4356121784497082
0.17881407354323364,-4.634092921390651
0.07976114472554274,3.2030220648841463
0.1908694596709476,8.786111263840072
0.18462112147441478,3.035970990013097
0.27167351371329396,3.7814751243418936
0.12616680685281312,6.398004332572381
0.17754720014464997,-2.228582845760821
0.09058160706193885,6.899134902542187
0.15184321520438937,5.0700950089392265
0.13972411420416808,2.558048954606727
0.06771965153668102,6.510019980338656
0.13598595183452822,3.921155992264483
0.23236709281702506,6.693925294000997
0.17136170670451178,6.39835954050409
0.08762863021364964,0.740815683578558
0.20884962553898367,5.030299390499662
0.0957327450608757,5.381008972683913
0.13498674332957206,4.796304100199025
0.060634343262850554,4.687468341583054
0.06426836402100111,1.7639686215658847
0.06520834986060242,8.48434738519593
0.10721791477877274,8.887196836206268
0.052391546178849,8.168511891866629
0.04371666143507491,8.282775216577583
0.1504373363796464,1.2425251733723062
0.16656292899502245,5.66521002067598
0.23390995948050708,4.513334395476409
0.02404314534768137,8.25001776248577
0.05998703983701004,8.824959627885026
0.022990542418115045,8.205973049600681
0.0894923419254211,8.526636782280969
0.10517666833848593,7.604739868889865
0.1861129674507107,8.94182025922829
0.12420834672757886,7.35826800246059
0.12712849680510552,8.828502733962221
0.10492698757339536,8.85295513700266
0.04687462183965285,-0.9224365363016077
0.053785558244524356,8.879822872366063
0.1289722016685978,6.969209445717938
0.09879165270287193,8.680866254500557
0.16568094587523197,8.379114100734556
0.04438881329930222,7.615537981519183
0.14768000979572982,7.596907879239706
0.08200232139615293,8.799824787065377
0.10866051718104996,8.42306948480765
0.12540848255734105,8.164196070983726
0.21422160178314886,4.757285159004197
0.279575625533517,-3.8758629165653646
0.3621327241740734,-2.756713901052492
0.48213792418092893,-5.707162499153805
0.39646941075403574,-5.830075531862971
0.37438613212530847,-5.082506290946448
0.6718602563524193,-5.729018564748591
0.3121823481698468,-5.584934428677627
0.7001199584375534,-5.068445146779317
