trainCorr,testCorr
0.4925950625850215,0.28068414727580715
0.5025377368549752,0.28019906255124744
0.5884420111386625,0.44806981437831345
0.5111482144963104,0.2174305895718369
0.6400996719736698,0.47472349173615447
0.687212451842255,0.5852835230839912
0.5465515874656087,0.27675905778685145
0.595881796831762,0.4588441577749582
0.6836708658894048,0.5667234347523629
0.5125516778807874,0.13746238494492496
0.6385094051776459,0.45676098322446695
0.5509969780666628,0.5543730127957175
0.527760421658526,0.21961411198893455
0.6656561741072515,0.5590460791886361
0.7720690574461394,0.6279684667315756
0.48682052641337176,0.01793903290467268
0.4511775461061563,0.11004564845063851
0.7419581106070181,0.5854595975335841
0.7110323631789187,0.5763648656823808
0.48708276408965495,0.2929615366403715
0.6330360431684701,0.4991814240945616
0.49358603899797127,0.16326916378789824
0.6198817771662224,0.5795196462002116
0.6571789247927662,0.46935252935493343
0.6086099826277335,0.42118787260623286
0.513281773834566,0.19810602315376336
0.617855138019627,0.48079788661961476
0.6042859245873914,0.49856217420533877
0.5576285181944155,0.40547742956563193
0.5055054441547283,0.2461508615111537
0.513530906011502,0.37757798683170773
0.4092373301047086,0.23615859718621254
0.35065515960312904,0.1736364696377098
0.310501048993076,0.09982619244796827
0.5548058578606413,0.4281017470884751
0.42828007190159423,0.27835596295775566
0.34849589425598926,0.19822196763087607
0.3284667959208562,0.11222333858791765
0.5081892888208445,0.3393980913919244
0.4826871107271725,0.3091377316774073
0.5261537396752016,0.4030421052140565
0.5275883601958594,0.44596954440252384
0.43775220123047454,0.22912885536737662
0.46304331692231593,0.2701375782578877
0.4308566442475865,0.18311564467418157
0.5518344327114644,0.457702836769041
0.4194269481209622,0.306368646927909
0.4337760154380275,0.24580741946621065
0.5125842284619962,0.13773935795570305
0.36996237756841427,-0.0699465306337733
0.5429572016091145,0.27716998305551643
0.542662035850299,0.29939588346636353
0.5499231140167016,0.3040281699033313
0.5476659612672928,0.19639839372389348
0.5569261641227622,0.1704883257461637
0.5403492976001354,0.20917616994073976
0.6316269562879335,0.24865306148271665
0.5560959839592777,0.2738547741194135
0.6525191495412375,0.3375042672057955
0.5804402363538317,0.19915241877888015
0.5555383011868437,0.34441987731140217
0.6114913229728804,0.2749274306961394
0.6257891363077657,0.3341172858512172
0.5492513040932515,0.22561232567975378
0.6066842976598742,0.27059952439746104
0.5915136581657199,0.26728517635621496
0.6003942302978259,0.29876196876390876
0.5821572568594506,0.1959121581331815
0.4680689069355567,0.37646975422578516
0.5459305245361197,0.37865561476379817
0.5297803305328604,0.4109559501383286
0.422716183883066,0.30111958350101553
0.4887876962906121,0.2197185621473955
0.45340980135509085,0.3729992006071189
0.5122637034074491,0.3141519141777182
0.5366544520794313,0.4028690250438712
0.4451905480443272,0.3083792955201796
0.45135267798510426,0.16643091539743618
0.5602663503848456,0.3838970619677496
0.44480972926255063,0.2625983621660071
0.5517802734830612,0.4568507087525679
0.4594768186137686,0.10975787750717614
0.5006368042599953,0.39460912995753866
0.5339327499978476,0.43087631348733163
0.590570078473015,0.42254021451991786
0.30386095407020025,-0.09269577593934036
0.40465804104722464,0.21213786567965087
0.34117712425166763,0.04340919370641438
0.3634085483999853,0.2076064543983371
0.4524584189664204,0.3884535159049415
0.3805319898999791,0.11739785168921749
0.42478805579668605,0.3006212321768936
0.41949496995930224,0.22766548514068286
0.47049060655099856,0.38156774182543096
0.3792763172819953,0.26477384434128115
0.49458137672740304,0.40702357145969126
0.4723203148155825,0.3506985411918475
0.40974907867925436,0.211937215046865
0.4485136341471005,0.27494896368610977
0.40686168882208706,0.25579362855480614
0.44164348358621186,0.2847538363251472
0.4355472084437625,0.27870107404224465
0.4998980490837278,0.318603503366183
0.5039075183406855,0.3951593308844611
0.5240765944750821,0.35665305246588325
0.40129424562644855,0.2583218633740249
0.3107921407730634,0.10113277373349619
0.42669045564449,0.18872989570982981
0.379255151006574,0.13736076487054907
0.392185470345908,0.12677902755478362
0.39744160553277014,0.11463405510228337
