delta,theta,alpha,beta,lgamma,hgamma,rsn
13.019740814355444,3.0754941992476845,4.331631620662005,26.319885151239937,32.017133094678044,21.23611511981689,SalVentAttn
4.642466504862182,28.053275037271685,17.018200581234268,37.89394435313028,7.839350401516068,4.5527631219855085,SalVentAttn
7.694794666152431,17.98336919551185,17.458348881297603,40.92295437993085,10.76677530381592,5.1737575732913506,SalVentAttn
5.788237019077157,13.679385966272031,8.663370165300222,58.677186305048856,6.498756709881342,6.693063834420392,SalVentAttn
39.00500546901786,13.551132122599146,21.00856304452193,10.522510852389315,6.562624589632906,9.350163921838842,SalVentAttn
40.3440729016371,12.703526988131234,4.157124764507888,24.366912661245635,7.02995650518343,11.398406179294708,SalVentAttn
13.682095145707047,5.5680138960301235,4.239340863487121,55.383317017876834,8.92823874534579,12.198994331553086,SalVentAttn
43.34163201101241,10.687724646257044,3.280779672863886,29.602183564770257,4.707400051297035,8.380280053799364,SalVentAttn
25.723933466459275,22.207460892476725,3.535154045211495,31.05285965638788,6.605474806494257,10.875117132970363,SalVentAttn
35.90239242586595,18.072827915522936,2.566445920253062,24.04395777048167,7.170683446958871,12.243692520917518,SalVentAttn
11.92885268121756,13.682425869457942,5.398164103027789,53.15528073265171,7.523482900891726,8.311793712753266,SalVentAttn
41.401291544370494,8.933439569068739,1.7459498090804229,36.47956115410715,4.4781262906671975,6.961631632705993,SalVentAttn
8.347943046361397,7.668956873524861,9.274630510118186,49.67472925503863,13.18644608178483,11.8472942331721,SalVentAttn
11.102372777170366,30.108527749883287,15.544966965180961,19.837174881222392,11.557445008472154,11.849512618070841,SalVentAttn
36.05606303393243,10.395968992855101,11.033547244589327,46.15033687697537,-1.4188621953244982,-2.2170539530277376,SalVentAttn
5.781771324837443,7.863164588801803,38.17591958394018,27.787270028824107,11.100366363141488,9.291508110454986,SalVentAttn
9.201260076721638,23.558098195962806,27.895042297721577,29.141849671803488,6.231419102704451,3.9723306550860342,SalVentAttn
7.9511275767597285,13.313720053203216,16.145322717039033,40.866333394694244,16.0396530599627,5.683843198341076,SalVentAttn
10.349407526884846,31.707737501981683,29.04111527372527,19.069164756670354,3.2028624900095615,6.629712450728278,SalVentAttn
11.584118629407572,34.11546764854635,18.250089510659844,20.128611111905066,13.76463968085358,2.1570734186275855,SalVentAttn
6.422258029545101,17.07888633658295,25.364415933552742,25.847309105248918,24.253623120582823,1.0335074744874653,SalVentAttn
2.4580110062341283,71.22605264693459,5.596918042582666,18.94513910155227,1.1748217027171441,0.5990574999792063,Limbic
19.4637596823436,5.23483418595401,39.98471907942869,15.015311450249689,11.331619278336513,8.9697563236875,Limbic
35.75657055341735,33.425812396042986,13.71457333105442,2.126846505238587,9.336777744117459,5.639419470129194,Limbic
15.053089293148913,5.889031750678166,-2.5835173853080864,75.81701262047565,4.1867905163876795,1.637593204617662,Limbic
25.325393017489734,22.223334360351128,18.561008343236352,6.227378754624291,12.8304219944937,14.832463529804793,Limbic
0.8273753228570144,16.72116640912419,30.683723747073806,12.185962007157524,24.19339421562421,15.388378298163255,Limbic
17.7878875190618,11.78480311354768,43.34597475890618,3.551500736609261,13.844170624719073,9.685663247156002,Limbic
9.398699794217556,26.41496252951512,48.65305334857014,12.140476180109584,2.1045238143048683,1.2882843332827278,Limbic
1.9565260310740664,16.976774621896674,10.45642485344164,41.61410583686588,16.4931378858318,12.50303077088994,Limbic
2.344585022733302,26.38487710080745,34.42646177744024,32.21789421337489,2.9843229347946267,1.6418589508494927,Limbic
25.982128004141824,51.938760294231756,11.531855988843319,5.27719307210884,3.3135204065990305,1.956542234075237,Limbic
2.8986305607164766,24.416641085952644,55.77929884443942,4.0355306259733,8.750745087058167,4.119153795859992,Limbic
-0.2175299783997058,29.029923486796932,15.290183963552712,4.837620690122555,27.46282772951232,23.59697410841519,Limbic
13.139188814710117,19.561612283347745,11.596523340646678,49.951184020067224,3.949523643231154,1.801967897997083,Cont
9.724098607756627,12.356420875976056,12.285590567245464,36.194610715412914,18.313579633829363,11.125699599779582,Cont
16.4132586613628,34.31077959605146,30.292282608782017,6.6932425232577115,3.4902777367631197,8.80015887378289,Cont
24.78523103638322,21.175388376280548,9.39083132842526,24.421954249792602,9.926034893356125,10.300560115762254,Cont
13.759412229728882,29.395107324851622,17.800173468504788,25.883891859437576,6.349630612470982,6.811784505006141,Cont
23.68073047789303,25.47292350301223,16.07597199595997,27.02268213918581,3.9716285079726408,3.776063375976323,Cont
9.146475399038904,14.526316252054169,11.044102800508108,65.53787908549492,0.04289125309045434,-0.29766479018657166,Cont
8.177926421736702,13.539770238935706,8.434531721861498,69.94648570439477,0.40272071316356456,-0.5014348000922251,Cont
3.911472520893014,14.073797207594376,14.753258890097797,49.904478077164825,9.68789320375264,7.6691001004973405,Cont
5.689412459672104,18.846536253274124,11.325910223856132,52.59145805103992,4.198167147338946,7.348515864818777,Cont
2.39213381254395,2.9702014848069282,5.658791216139594,84.75573029455312,2.77847981023445,1.4446633817219576,Cont
0.2676144981637052,2.7376667870700384,1.7015464310298236,55.54394525907065,23.080517208484906,16.668709816180876,Cont
12.84353220503521,9.89669118789575,7.76398886130461,56.964095108777855,5.265379940007215,7.266312696979356,Cont
5.267925391503343,12.161079423398768,23.01787014904157,50.203671426273836,4.683243557053161,4.666210052729323,Cont
6.014069048015023,7.416583533637304,6.140582012922758,71.66886630995775,3.9650386803857374,4.794860415081435,Cont
13.156740191065698,3.3135802055454167,3.3349227270735478,78.43071982299101,0.6390149044153226,1.1250221489090118,Cont
10.092057384485944,1.210647540679424,65.53325717651282,20.907191620664957,1.604281478494135,0.6525647991627221,Cont
13.84197965251861,19.47087851064145,13.323708943947102,37.70082086877548,10.900191897213793,4.762420126903563,Cont
16.351080516942474,21.071764610343813,16.467119751768415,29.668154628536474,8.895934527987436,7.545945964421392,Cont
16.284887909914087,11.87871519640313,12.236467697998739,59.66862806638085,0.25500195378639173,-0.32370082448319376,Cont
3.3942496549852876,15.164658733788459,16.881008573280447,1.426050488988219,39.62019506943794,23.51383747951965,Cont
14.440008856532103,27.845458043696464,2.3505806410089227,45.2431916608901,6.8164470307867635,3.304313767085651,Cont
39.30608622246192,35.857329533222014,7.953485233185355,1.4528390666111102,7.252324032831692,8.177935911687907,Default
32.74573701786818,34.57131013021269,7.999598672995326,0.23725655705834547,8.702143023613813,15.743954598251653,Default
23.129229430932845,20.662056820927035,21.677569085960048,32.75701261992419,0.9031602368296322,0.8709718054262445,Default
20.446963732019377,42.538915489448186,17.02454699170141,3.1750576808894864,6.011822173631166,10.802693932310369,Default
39.89398253648564,7.578498728672267,28.528713715210007,7.714522970792405,6.946928830492636,9.337353218347042,Default
49.49576403150463,26.60422608014899,9.909157295010687,4.81944495900525,5.1316421629981255,4.039765471332323,Default
-1.4766007238676584,45.44929343011439,25.85079482413856,4.781930236975322,16.145538058452864,9.249044174186523,Default
27.2364304523117,10.441653595399055,33.478067409733434,22.6633665068477,3.4525579371973056,2.727924098510801,Default
33.36195798054612,18.08148394267252,20.801867433648024,18.88622866406915,5.480566149961204,3.387895829102966,Default
2.6628582681069233,34.32166690444173,13.234736653614979,9.985449419424844,25.59418195417057,14.20110680024095,Default
2.2510423963843698,25.46196852412009,19.059033094860094,47.92397583080114,3.8782493259205513,1.4257308279137537,Default
13.680618614689038,55.70008170670958,21.42661368121396,20.283174869727368,-6.327025290854,-4.763463581485956,Default
15.778115919596466,23.626342370332427,11.459072818729785,35.039851741016456,5.370137179437649,8.726479970887219,Default
61.37116743593989,18.25574211726008,13.590160082024061,2.802044478524018,4.403009420053549,-0.42212353380160306,Default
60.68143974661273,40.03038578118493,19.55602207933495,-3.2470917830035395,-8.625315608013638,-8.395440216115425,Default
69.44536352530433,2.536448150961707,3.2024948533742714,5.888496338348816,13.705088639537836,5.2221084924730405,Default
38.608316472428875,10.896229506593295,20.163808881929924,-0.14718069793827396,19.708646758194277,10.770179078791905,Default
51.843761480514736,38.6502846002273,-2.8137007447039455,11.749850961473081,1.4614614776092096,-0.891657775120391,Default
1.57536851518275,8.199611647002413,22.380283259552343,55.137072612221935,6.433267642326483,6.274396323714083,Default
17.20559930607753,24.642537234891403,31.109325402148468,14.186990390806601,5.0729512824717755,7.782596383604217,Default
36.20480533440124,17.64336634420596,-1.4011241479821095,17.05736159834806,16.809944130603867,13.685646740422976,Default
23.291511796359774,13.703275810029163,9.380622853008221,9.403737215416369,25.471434946636233,18.74941737855024,Default
28.27525726328223,15.452411032900198,10.547775031911707,19.65599461036517,10.854452685103833,15.214109376436854,Default
0.9229576458707722,8.7118675977545,13.325907460459144,23.882332628130296,32.24533225857157,20.91160240921371,Default
7.189050140997859,21.713463215374205,25.35834853622695,7.4520054888241845,10.249975426758528,28.037157191818274,Default
24.677331498831,36.24346836367489,-1.3170318293208647,8.26399653172271,9.726988796850668,22.405246638241607,Default
16.815922055098888,3.706063774622464,13.314447336558727,7.943023999403814,34.03079097344046,24.18975186087564,Default
5.36646526599856,18.299091571028526,36.86016425484668,6.643184508897009,15.710124951825902,17.12096944740332,Default
-0.05770939178418263,12.996063610081162,49.41927486138251,5.898269479758193,15.02563864515313,16.718462795409177,Default
7.705206862907378,33.445198782625425,49.02837684471821,7.953621135858549,2.2873417204251503,-0.4197453465347055,Default
0.5171553625185232,17.640980421017023,50.183583286039735,6.004240858928601,10.498700520199177,15.155339551296942,Default
61.72437119400009,-0.5410278253764547,11.61370145449643,25.856839598145605,-3.813905153222888,5.1600207319572124,Default
1.1702484111984417,7.6606609231854375,12.478512889331123,9.19585905313894,25.7211525047714,43.77356621837466,Default
49.21572494759473,9.363807441205452,18.28934142234476,19.21980726528663,3.098773614264271,0.8125453093041515,Default
11.849154735238088,34.993725108773724,23.879424205758284,23.222556349069393,3.663611278547903,2.391528322612604,Default
17.41292537810544,20.96633081295465,19.287425787805677,12.191080569439944,8.724181992668601,21.41805545902569,Default
39.03214039033959,0.035116480536030344,-11.56299985898932,18.628484879233735,17.970379654207697,35.896878454672255,Default
12.434120301239902,29.511720705775463,36.473803694955635,9.701315765175329,8.303736264602453,3.575303268251223,Default
5.144229047936267,20.815289632113533,34.949890895652324,9.038169773863691,15.143988807712875,14.90843184272131,Default
74.38474659269784,16.840682388249355,4.44419125272454,2.1854161808916444,5.0957776786425235,-2.950814093205905,Default
5.479261010476838,26.788643392555837,11.569601765381146,40.43480481671912,13.779498375164387,1.9481906397026678,Default
10.892768060260321,9.102579044070296,16.681808309177253,3.6222386655485503,25.107226867252336,34.59337905369124,Default
12.618215545961183,21.46055935255318,14.813443133043002,8.474646734314115,20.72622287302486,21.90691236110366,Default
4.320342842947161,0.7041266237503994,-1.444277051367748,27.471120792619054,36.73711089766262,32.21157589438852,Default
24.028524286207375,3.593692941764247,19.07763303665801,2.459982282442352,22.51918097795814,28.320986474969867,Default
13.874400973464358,8.681637747329571,14.30365040115134,6.075150209269417,26.405790970106906,30.6593696986784,Default
9.325948009813215,3.9850537449168977,-0.8453868541688355,36.90903550503351,21.28268803685417,29.342661557551043,Default
3.29072082275717,3.591310074205061,0.8835776291930341,20.506878030980783,49.82748327602538,21.90003016683858,Default
6.669736900927284,-0.48431054044135524,-0.8474099494650429,7.822679160848946,49.92205651182398,36.91724791630619,Default
-0.8479917315049599,11.564243675984216,22.77636345863512,14.253978476630152,25.007312882518324,27.246093237737153,Default
11.943653945707997,4.630199765570208,2.634605716936765,3.156088773717462,39.6334357817965,38.002016016271064,Default
3.0236006905226196,14.544506061608429,19.253351266183195,5.888654059190896,29.49949918346616,27.7903887390287,Default
4.704428052282034,36.7790860727499,28.186926381181742,21.82908575300573,2.9248615892652956,5.575612151515294,Vis
0.1797275198300667,27.45825119727539,32.80144854840455,23.8042056071262,6.757264308703981,8.999102818659805,Vis
19.75245776895948,23.577457521933578,20.713809093821194,32.09775593605398,0.9323629052994038,2.926156773932356,Vis
17.73630779483635,18.92354864406318,21.227590152945275,37.8399618989583,1.5398588873942296,2.7327326218026635,Vis
11.715721447427455,22.53938678776629,30.445337492823914,26.15887978160259,4.17396994215563,4.966704548224127,Vis
15.258194033423278,21.79975545934919,21.46541405259169,35.61171821711273,1.9312714505891904,3.9336467869339184,Vis
0.9200035387830697,25.640246150906716,34.08239162806873,24.38815065689346,5.478102858879566,9.491105166468472,Vis
13.060963332498346,24.641612296701776,20.588559974610845,33.74585014053926,5.856395015069965,2.1066192405798105,Vis
21.0591379129461,21.745597377178633,19.93437649973619,33.60508682740368,1.021482879343543,2.6343185033918606,Vis
12.545006646152626,19.192141579056127,22.506658045571136,40.20477224889824,3.7445332376922074,1.8068882426296686,Vis
17.602161490768058,25.02441312461533,19.870971414420325,31.43438080374068,1.5504470681861067,4.517626098269497,Vis
14.52475214922904,24.8404338116526,19.250798752836783,36.612635481376685,1.1030994781717203,3.668280326733174,Vis
11.867352019490166,10.569119204592797,25.5129875586043,42.26663235957041,9.33809240842754,0.44581644931479214,Vis
3.635571735977798,24.917089063246582,31.105672799262436,26.561042740950946,4.862290880066885,8.918332780495351,Vis
18.416368049270087,18.542158926434446,20.05824330543009,31.993398156275337,8.94742814235901,2.042403420231031,Vis
15.08593235181655,19.310842451389814,19.000311713271437,41.93412462357654,1.3199474751279832,3.348841384817679,Vis
5.700437150044218,26.48884977774591,27.09981288001967,12.179432824913565,13.82061332579334,14.710854041483303,Vis
14.2882491526562,18.05368536774844,22.203230815159266,33.399861156721514,10.175998277814942,1.878975229899634,Vis
22.473163029771847,21.947413044059115,19.265615242886877,29.472296767764178,1.4585402761378228,5.382971639380168,Vis
17.13395469335361,20.344290958060153,18.968019171969573,35.05534484464749,3.090460995391484,5.407929336577683,Vis
16.05198291203805,18.19239027719184,22.74984687805754,27.50455729208244,15.225426308790398,0.27579633183973856,Vis
16.548639294544973,21.109211855481043,20.619188467030995,34.692693278502276,3.8477784265233654,3.1824886779173527,Vis
21.007048340190615,21.304169501245173,18.39256189016724,22.903944686997317,15.940406062805215,0.45186951859442476,Vis
16.12898711150283,30.19323743839494,20.160518450800698,27.802494315895505,1.2294321672271362,4.485330516178884,Vis
20.581090657711638,20.468589690229148,18.080269999363242,23.11029259746577,16.074518297214375,1.6852387580158268,Vis
18.940597823546852,19.114967375597992,19.132373880433686,28.359731773181014,12.408428339632552,2.0439008076079133,Vis
21.462526123005095,18.84853771445737,18.300400511336957,30.443205980293413,8.202411532418072,2.7429181384890944,Vis
12.324772737750664,26.73902838469524,20.424962636751896,25.685265821776497,11.913132153383962,2.9128382656417444,Vis
16.2759870201166,21.38984452938581,19.455485088462645,23.543504041378764,16.97874834367052,2.3564309769856604,Vis
14.029776199785996,29.28004472266824,20.082028906391148,19.60212483870787,13.90464315526544,3.101382177181315,Vis
35.61091272165314,8.38811358599026,17.625342151014976,19.83169893228372,8.015454674731222,10.52847793432667,SomMot
26.074063482547675,24.45269029206431,17.964989485464542,24.69185179451248,3.9840682717115974,2.8323366736993956,SomMot
28.492391177876435,17.95760035009255,18.086704365555033,36.49307375324573,-0.4288260197057504,-0.6009436270640013,SomMot
30.811554678153513,14.32331634520256,7.533183241910418,43.948449201863234,0.9669695064015796,2.4165270264687075,SomMot
37.59138582599925,8.558262320227623,2.8467198587858693,46.107747438747786,1.5873452998696351,3.308539256369842,SomMot
29.79608800188549,18.713577379285738,7.283310781291642,40.245644751611934,0.975607951917732,2.985771134007468,SomMot
14.45526343302714,32.41660705624479,18.815509896096856,31.287183917629964,1.5762906635408753,1.4491450334603684,SomMot
2.702835638177951,49.294439358040954,18.635472262254556,24.16898972284712,2.752208564199357,2.44605445448006,SomMot
6.7669887307967205,19.40883067596452,25.793178854929987,44.89401196711636,1.726575825256241,1.4104139459361849,SomMot
2.534222334592491,31.76867985007128,20.600643232243517,40.40520220774092,2.8955648159583456,1.7956875593934454,SomMot
10.850395318972222,15.36260537826826,17.900045146493916,54.46695300109173,1.1058280832714307,0.31417307190244914,SomMot
16.193091676121693,7.190736955478946,10.703617477947509,63.92090511414198,0.7015668222652509,1.2900819540446284,SomMot
6.084431174962425,25.12226593762637,20.416240825751945,44.023451532295645,2.7684762369790348,1.585134292384581,SomMot
3.17375925862594,22.328398023876066,19.873774851949612,48.037578345788326,4.271353923449859,2.3151355963101885,SomMot
4.568101876898028,30.184387938436956,23.138458847530575,35.53533710519237,4.138461877834323,2.4352523541077558,SomMot
3.090348968375747,38.390643936970534,23.445355736763272,25.83756028328897,5.901234924266578,3.334856150334896,SomMot
6.141643277503276,44.68547789379624,19.868399185735054,22.38556808977025,4.408585126327658,2.510326426867521,SomMot
2.8040371744169907,36.880586354369925,28.034851242580196,19.563117209633358,8.443569331124772,4.273838687874757,SomMot
9.147829680156832,27.518392414444627,26.407418569828895,25.55603099444412,6.908143463368538,4.462184877756989,SomMot
4.391095530564488,16.021961499897934,44.66055551476217,18.8207734379192,9.006647195038365,7.098966821817833,SomMot
7.328415738810551,27.815451557757044,34.92657682696007,22.220611940790217,4.259684386062513,3.4492595496196046,SomMot
2.947503840044021,52.450032299592294,24.259325532135367,16.490569295629573,2.7404961103558714,1.1120729222428767,SomMot
8.69370209788235,27.397922823462036,20.704143854210365,17.81143526358949,16.98686094149755,8.405935019358212,SomMot
3.519923465009478,11.360247835187954,30.1310535659801,23.05653045904083,20.296172793648303,11.636071881133335,SomMot
9.0000482610733,24.828380671014493,23.195618432482863,18.164652182592448,15.433675674428295,9.377624778408597,SomMot
8.984873472273001,20.95674192389256,19.934311713238312,18.02674204562555,24.36530389775432,7.732026947216257,SomMot
13.251622724019246,30.684413450496024,17.18852678666355,16.817769213969736,20.213029706174236,1.8446381186772123,SomMot
20.997518655598093,24.713004924838295,15.620424042553898,17.797493391595452,19.73934947573774,1.1322095096765257,SomMot
9.016015056555204,19.898864900470137,15.119253428532883,17.53142656125747,31.517639903163797,6.916800150020512,SomMot
