percent,band
13.019740814355444,delta
4.642466504862182,delta
7.694794666152431,delta
5.788237019077157,delta
39.00500546901786,delta
40.3440729016371,delta
13.682095145707047,delta
43.34163201101241,delta
25.723933466459275,delta
35.90239242586595,delta
11.92885268121756,delta
41.401291544370494,delta
8.347943046361397,delta
11.102372777170366,delta
36.05606303393243,delta
5.781771324837443,delta
9.201260076721638,delta
7.9511275767597285,delta
10.349407526884846,delta
11.584118629407572,delta
6.422258029545101,delta
2.4580110062341283,delta
19.4637596823436,delta
35.75657055341735,delta
15.053089293148913,delta
25.325393017489734,delta
0.8273753228570144,delta
17.7878875190618,delta
9.398699794217556,delta
1.9565260310740664,delta
2.344585022733302,delta
25.982128004141824,delta
2.8986305607164766,delta
-0.2175299783997058,delta
13.139188814710117,delta
9.724098607756627,delta
16.4132586613628,delta
24.78523103638322,delta
13.759412229728882,delta
23.68073047789303,delta
9.146475399038904,delta
8.177926421736702,delta
3.911472520893014,delta
5.689412459672104,delta
2.39213381254395,delta
0.2676144981637052,delta
12.84353220503521,delta
5.267925391503343,delta
6.014069048015023,delta
13.156740191065698,delta
10.092057384485944,delta
13.84197965251861,delta
16.351080516942474,delta
16.284887909914087,delta
3.3942496549852876,delta
14.440008856532103,delta
39.30608622246192,delta
32.74573701786818,delta
23.129229430932845,delta
20.446963732019377,delta
39.89398253648564,delta
49.49576403150463,delta
-1.4766007238676584,delta
27.2364304523117,delta
33.36195798054612,delta
2.6628582681069233,delta
2.2510423963843698,delta
13.680618614689038,delta
15.778115919596466,delta
61.37116743593989,delta
60.68143974661273,delta
69.44536352530433,delta
38.608316472428875,delta
51.843761480514736,delta
1.57536851518275,delta
17.20559930607753,delta
36.20480533440124,delta
23.291511796359774,delta
28.27525726328223,delta
0.9229576458707722,delta
7.189050140997859,delta
24.677331498831,delta
16.815922055098888,delta
5.36646526599856,delta
-0.05770939178418263,delta
7.705206862907378,delta
0.5171553625185232,delta
61.72437119400009,delta
1.1702484111984417,delta
49.21572494759473,delta
11.849154735238088,delta
17.41292537810544,delta
39.03214039033959,delta
12.434120301239902,delta
5.144229047936267,delta
74.38474659269784,delta
5.479261010476838,delta
10.892768060260321,delta
12.618215545961183,delta
4.320342842947161,delta
24.028524286207375,delta
13.874400973464358,delta
9.325948009813215,delta
3.29072082275717,delta
6.669736900927284,delta
-0.8479917315049599,delta
11.943653945707997,delta
3.0236006905226196,delta
4.704428052282034,delta
0.1797275198300667,delta
19.75245776895948,delta
17.73630779483635,delta
11.715721447427455,delta
15.258194033423278,delta
0.9200035387830697,delta
13.060963332498346,delta
21.0591379129461,delta
12.545006646152626,delta
17.602161490768058,delta
14.52475214922904,delta
11.867352019490166,delta
3.635571735977798,delta
18.416368049270087,delta
15.08593235181655,delta
5.700437150044218,delta
14.2882491526562,delta
22.473163029771847,delta
17.13395469335361,delta
16.05198291203805,delta
16.548639294544973,delta
21.007048340190615,delta
16.12898711150283,delta
20.581090657711638,delta
18.940597823546852,delta
21.462526123005095,delta
12.324772737750664,delta
16.2759870201166,delta
14.029776199785996,delta
35.61091272165314,delta
26.074063482547675,delta
28.492391177876435,delta
30.811554678153513,delta
37.59138582599925,delta
29.79608800188549,delta
14.45526343302714,delta
2.702835638177951,delta
6.7669887307967205,delta
2.534222334592491,delta
10.850395318972222,delta
16.193091676121693,delta
6.084431174962425,delta
3.17375925862594,delta
4.568101876898028,delta
3.090348968375747,delta
6.141643277503276,delta
2.8040371744169907,delta
9.147829680156832,delta
4.391095530564488,delta
7.328415738810551,delta
2.947503840044021,delta
8.69370209788235,delta
3.519923465009478,delta
9.0000482610733,delta
8.984873472273001,delta
13.251622724019246,delta
20.997518655598093,delta
9.016015056555204,delta
8.667061614670892,delta
7.859026392229901,delta
14.059537579951865,delta
8.018522226083007,delta
10.698165272378347,delta
8.79625591832407,delta
8.484571706000295,delta
19.265504353905047,delta
11.153830677968969,delta
9.149567465050028,delta
11.085773897771908,delta
5.112923802130136,delta
6.6217923055497385,delta
11.533517562523924,delta
14.054993421697185,delta
13.750896179554498,delta
18.288795485763202,delta
12.751506368301499,delta
12.240414288350589,delta
9.170756163679602,delta
22.660742424270957,delta
27.08239776865014,delta
13.70180591796305,delta
12.301319259896133,delta
12.98297025434132,delta
11.345322940683914,delta
15.239229767312896,delta
12.925854897003283,delta
14.413904292290647,delta
16.41254241673264,delta
10.492082102236006,delta
4.661803525090645,delta
4.795177477992937,delta
3.8796676040304687,delta
5.084682873606339,delta
4.7349192548920644,delta
7.8744097135579905,delta
5.909204330639117,delta
12.578227210899232,delta
5.83814531690215,delta
3.4021803795978336,delta
8.652590059362668,delta
55.77755064885817,delta
13.6706457116678,delta
38.86023850961715,delta
24.347065737499133,delta
6.600418461248432,delta
41.42887580540177,delta
36.282007080021316,delta
4.158612547161278,delta
20.90424402301283,delta
55.49345792915533,delta
3.6832228057980454,delta
2.791841377924183,delta
15.712678604362715,delta
14.075670992975747,delta
11.115500873569925,delta
3.5997525019230396,delta
8.481812950553083,delta
-7.329975734737159,delta
3.255587213754754,delta
61.03172286554337,delta
27.561133193297998,delta
34.69486383707849,delta
7.832330468551439,delta
16.27110546892511,delta
-0.7240912579620211,delta
49.60578217732463,delta
10.644247927401196,delta
8.479036393097815,delta
5.98852024469111,delta
1.676013387853386,delta
50.95625157429805,delta
32.75230891019921,delta
21.696489868241265,delta
5.864069297891706,delta
22.803925724189824,delta
21.24435685134315,delta
39.239731791407486,delta
28.060494999238962,delta
-0.197622274022857,delta
-2.399428487241607,delta
4.426924727040752,delta
2.4084622848463857,delta
12.687674424188645,delta
3.6558791495403558,delta
4.648129805302851,delta
11.77418798930191,delta
0.8640149628923961,delta
8.674572900663694,delta
1.2617116262437817,delta
3.5098965346068067,delta
27.9139050661958,delta
17.693355807018328,delta
6.319011789901953,delta
7.540633172301223,delta
18.155330218644032,delta
13.181623625103,delta
10.415491425099422,delta
5.280503340317563,delta
1.2508582990100936,delta
9.015328299524857,delta
8.101004744989256,delta
13.422102487500146,delta
-125.10431472743389,delta
40.34529708361196,delta
52.942744081121084,delta
2.187153025560842,delta
55.63456963910534,delta
7.583559414784706,delta
-2.032992300201728,delta
66.23180728677622,delta
19.041602261457776,delta
42.07589976497136,delta
22.861909881684557,delta
44.06619868360204,delta
13.201067646166138,delta
5.570576532837555,delta
5.160089486101089,delta
35.10033762505467,delta
12.315311202280325,delta
14.08071836250571,delta
11.702286903200537,delta
14.407889785017543,delta
12.954307135289472,delta
3.0392521582131518,delta
7.529901514103744,delta
20.962058803166038,delta
15.140899310914287,delta
33.50310502690485,delta
18.12501581726102,delta
3.815281361563294,delta
7.476529483448364,delta
27.64387703239474,delta
16.169257728823865,delta
20.70446775442844,delta
6.8100274038213175,delta
15.588265184538672,delta
-1.2839951885444596,delta
-1.27301525167596,delta
7.084553273566016,delta
26.096372080528567,theta
24.580658617764996,theta
17.461917917391972,theta
14.204257519739244,theta
19.402626661652015,theta
16.647552253799667,theta
21.58058867283384,theta
18.5319214876706,theta
23.360004208782918,theta
20.96437925233327,theta
22.35087641024612,theta
10.802417400944599,theta
24.908014127846652,theta
15.206945288599186,theta
18.21484154166907,theta
15.683715541130006,theta
18.586058855964932,theta
19.447704364992187,theta
16.352012718359845,theta
11.875240820887354,theta
17.314320240112625,theta
17.932488800245128,theta
14.081493365901848,theta
24.72903394145152,theta
17.00110919395571,theta
22.282044328066338,theta
14.458100448261458,theta
17.405305747038792,theta
15.742351022409556,theta
17.911538968064757,theta
19.534851057509524,theta
5.424799958265634,theta
6.727169166441081,theta
3.5269081000456586,theta
8.371730306630445,theta
10.018902762544691,theta
25.053807608168523,theta
26.2534118259869,theta
5.95549813767406,theta
17.885798177578597,theta
8.502849328163057,theta
17.44780606253093,theta
37.24381447558698,theta
33.05702880127432,theta
24.40329255717863,theta
26.607100430127073,theta
21.64396931795038,theta
24.60128323860401,theta
13.53551348831413,theta
15.71598719635322,theta
28.92149996464029,theta
20.75628581396634,theta
20.87660079303478,theta
25.84622337921777,theta
15.997455721008821,theta
13.29762866832108,theta
14.276790566973288,theta
16.811833910773206,theta
12.294522834820784,theta
19.89875121169727,theta
21.17289929002463,theta
20.293628585764747,theta
29.193657984576387,theta
14.691033951322774,theta
16.85806619490314,theta
22.108503582194576,theta
17.92523097535762,theta
16.240635481127324,theta
20.821181902039562,theta
21.74785907362352,theta
18.467184749172446,theta
19.62614052984236,theta
21.524248164796404,theta
27.77772878837389,theta
28.376990764410653,theta
23.87868449183553,theta
32.91688129860128,theta
32.47534475181664,theta
25.251778315336793,theta
24.80043203723455,theta
29.651223207403522,theta
28.34877202094112,theta
30.379558788232508,theta
23.289143708319997,theta
23.34568565234206,theta
20.68029718471009,theta
13.06757103558498,theta
31.504844993055492,theta
9.51640753860611,theta
11.203349716196026,theta
8.354816018224168,theta
11.23902991833179,theta
3.0754941992476845,theta
28.053275037271685,theta
17.98336919551185,theta
13.679385966272031,theta
13.551132122599146,theta
12.703526988131234,theta
5.5680138960301235,theta
10.687724646257044,theta
22.207460892476725,theta
18.072827915522936,theta
13.682425869457942,theta
8.933439569068739,theta
7.668956873524861,theta
30.108527749883287,theta
10.395968992855101,theta
7.863164588801803,theta
23.558098195962806,theta
13.313720053203216,theta
31.707737501981683,theta
34.11546764854635,theta
17.07888633658295,theta
71.22605264693459,theta
5.23483418595401,theta
33.425812396042986,theta
5.889031750678166,theta
22.223334360351128,theta
16.72116640912419,theta
11.78480311354768,theta
26.41496252951512,theta
16.976774621896674,theta
26.38487710080745,theta
51.938760294231756,theta
24.416641085952644,theta
29.029923486796932,theta
19.561612283347745,theta
12.356420875976056,theta
34.31077959605146,theta
21.175388376280548,theta
29.395107324851622,theta
25.47292350301223,theta
14.526316252054169,theta
13.539770238935706,theta
14.073797207594376,theta
18.846536253274124,theta
2.9702014848069282,theta
2.7376667870700384,theta
9.89669118789575,theta
12.161079423398768,theta
7.416583533637304,theta
3.3135802055454167,theta
1.210647540679424,theta
19.47087851064145,theta
21.071764610343813,theta
11.87871519640313,theta
15.164658733788459,theta
27.845458043696464,theta
35.857329533222014,theta
34.57131013021269,theta
20.662056820927035,theta
42.538915489448186,theta
7.578498728672267,theta
26.60422608014899,theta
45.44929343011439,theta
10.441653595399055,theta
18.08148394267252,theta
34.32166690444173,theta
25.46196852412009,theta
55.70008170670958,theta
23.626342370332427,theta
18.25574211726008,theta
40.03038578118493,theta
2.536448150961707,theta
10.896229506593295,theta
38.6502846002273,theta
8.199611647002413,theta
24.642537234891403,theta
17.64336634420596,theta
13.703275810029163,theta
15.452411032900198,theta
8.7118675977545,theta
21.713463215374205,theta
36.24346836367489,theta
3.706063774622464,theta
18.299091571028526,theta
12.996063610081162,theta
33.445198782625425,theta
17.640980421017023,theta
-0.5410278253764547,theta
7.6606609231854375,theta
9.363807441205452,theta
34.993725108773724,theta
20.96633081295465,theta
0.035116480536030344,theta
29.511720705775463,theta
20.815289632113533,theta
16.840682388249355,theta
26.788643392555837,theta
9.102579044070296,theta
21.46055935255318,theta
0.7041266237503994,theta
3.593692941764247,theta
8.681637747329571,theta
3.9850537449168977,theta
3.591310074205061,theta
-0.48431054044135524,theta
11.564243675984216,theta
4.630199765570208,theta
14.544506061608429,theta
36.7790860727499,theta
27.45825119727539,theta
23.577457521933578,theta
18.92354864406318,theta
22.53938678776629,theta
21.79975545934919,theta
25.640246150906716,theta
24.641612296701776,theta
21.745597377178633,theta
19.192141579056127,theta
25.02441312461533,theta
24.8404338116526,theta
10.569119204592797,theta
24.917089063246582,theta
18.542158926434446,theta
19.310842451389814,theta
26.48884977774591,theta
18.05368536774844,theta
21.947413044059115,theta
20.344290958060153,theta
18.19239027719184,theta
21.109211855481043,theta
21.304169501245173,theta
30.19323743839494,theta
20.468589690229148,theta
19.114967375597992,theta
18.84853771445737,theta
26.73902838469524,theta
21.38984452938581,theta
29.28004472266824,theta
8.38811358599026,theta
24.45269029206431,theta
17.95760035009255,theta
14.32331634520256,theta
8.558262320227623,theta
18.713577379285738,theta
32.41660705624479,theta
49.294439358040954,theta
19.40883067596452,theta
31.76867985007128,theta
15.36260537826826,theta
7.190736955478946,theta
25.12226593762637,theta
22.328398023876066,theta
30.184387938436956,theta
38.390643936970534,theta
44.68547789379624,theta
36.880586354369925,theta
27.518392414444627,theta
16.021961499897934,theta
27.815451557757044,theta
52.450032299592294,theta
27.397922823462036,theta
11.360247835187954,theta
24.828380671014493,theta
20.95674192389256,theta
30.684413450496024,theta
24.713004924838295,theta
19.898864900470137,theta
14.540367258500225,theta
23.00157230901325,theta
17.1676876838559,theta
34.678696702837485,theta
24.904255033323842,theta
24.915284475227477,theta
24.019851948488533,theta
22.01352170904747,theta
15.91652125895964,theta
22.12477815115109,theta
24.3622288932741,theta
34.05348530275813,theta
30.299669230474375,theta
33.496622689442134,theta
23.75788467868176,theta
33.471263585196795,theta
27.013319289130255,theta
25.882818527550732,theta
31.020751933580513,theta
28.628258661908067,theta
24.539677017350265,theta
25.041086303122356,theta
33.273358731082126,theta
21.484426605720845,theta
33.89149764220047,theta
21.81369292389648,theta
33.59499574882772,theta
29.58300443708811,theta
26.337211236496888,theta
26.629624240568106,theta
53.969784986980976,theta
22.062264111590455,theta
26.578877667089817,theta
23.369353394216166,theta
26.57097956582564,theta
37.747742168590065,theta
30.1229209239147,theta
29.649097272424175,theta
27.689168553043537,theta
34.218454614673384,theta
37.6558205520706,theta
14.650486844003277,theta
3.2377590356586725,theta
4.590505823209377,theta
3.618354564397255,theta
2.447728494090309,theta
24.565626849011164,theta
3.6225804468766354,theta
2.0139520618814744,theta
12.69308936142662,theta
16.249744360614347,theta
0.3424364442573343,theta
7.594069558817637,theta
29.089544551153963,theta
2.8688548626730874,theta
30.18972616612603,theta
29.29605962002779,theta
9.52531332307933,theta
6.7051769370423955,theta
3.549388710319721,theta
24.43685633864166,theta
29.565892355598677,theta
-1.758475341354417,theta
5.17035073131291,theta
37.39821205338827,theta
14.329975853112261,theta
9.82880307999903,theta
4.945255350179003,theta
26.925063925617803,theta
14.52410104487383,theta
38.780604141166464,theta
16.0012948221986,theta
2.9532875258774007,theta
16.58269738189665,theta
20.551864981941137,theta
42.91563993246898,theta
19.137990948588136,theta
21.424021908937526,theta
9.114220681316262,theta
19.892155136721602,theta
11.845066125893489,theta
3.3577294218763076,theta
12.320716986937546,theta
17.240480133773563,theta
30.70653421270021,theta
6.2814992800588945,theta
26.452717556725403,theta
3.596715630320345,theta
8.988815363126006,theta
25.595501504864536,theta
9.312497927956402,theta
13.774196153146082,theta
58.119029893250726,theta
14.697746044323228,theta
21.285643853599794,theta
15.616286577103706,theta
13.833456654049414,theta
10.199308363761387,theta
6.816085875677586,theta
16.15742115662921,theta
10.121522301689355,theta
40.86686119500029,theta
37.649949224035424,theta
32.337030720249196,theta
80.20502784030941,theta
24.824914471677882,theta
5.255588810269996,theta
-8.378813481697316,theta
-5.08390968014858,theta
1.4179868325575309,theta
22.127650648192514,theta
13.603937229210425,theta
12.02956755440661,theta
7.689240559310114,theta
23.758747480181665,theta
-2.338100604298485,theta
21.637121974976203,theta
-0.41215816847098297,theta
0.7439202608154964,theta
18.61292794603803,theta
24.410449956729487,theta
43.662547272390086,theta
29.484869469965673,theta
38.85533730500863,theta
-14.78162196333545,theta
37.155977370237366,theta
37.50904091908044,theta
27.418063546648863,theta
4.2867482835141155,theta
16.629583930514002,theta
30.97113314085454,theta
11.864174328018064,theta
25.030722738403277,theta
5.076406727803242,theta
22.637949929593283,theta
0.5475640102715397,theta
2.7868867363024545,theta
-0.15014349000963478,theta
2.4177592490260187,theta
4.793544337213139,theta
19.268816882488025,theta
27.957420565539152,alpha
29.81965780301263,alpha
18.3875309714937,alpha
28.654260943523514,alpha
19.575087601376005,alpha
20.62204482993197,alpha
34.30348096509772,alpha
19.088772633261385,alpha
19.31397061775901,alpha
20.319551093816404,alpha
19.26832046443314,alpha
18.445735253368266,alpha
26.474741202247014,alpha
17.8785888334736,alpha
20.40900361351057,alpha
27.621546296868217,alpha
18.40221851874025,alpha
19.388498954923396,alpha
18.978148414713907,alpha
31.19769936854016,alpha
17.57377683862041,alpha
21.50888548991791,alpha
17.80256443163925,alpha
19.286092723066353,alpha
16.911755462693307,alpha
23.560022154112044,alpha
16.404120608267622,alpha
15.68635825346667,alpha
16.79683597617748,alpha
21.93609610983527,alpha
21.489921600637402,alpha
15.599532108730822,alpha
8.55556863219905,alpha
3.4955678867762656,alpha
2.371240732034903,alpha
11.182630290325674,alpha
15.520230031294405,alpha
15.05270376307831,alpha
6.271052371520086,alpha
8.494432433904,alpha
8.732781820242934,alpha
12.88863132365567,alpha
18.04305256889379,alpha
23.429165265708004,alpha
22.393271601266083,alpha
25.26163859797545,alpha
20.352879834243506,alpha
25.378374455036262,alpha
30.634203044580726,alpha
40.86133037155392,alpha
24.03539755495239,alpha
25.353161093717357,alpha
25.156876124200455,alpha
20.344070819290536,alpha
16.14053548550719,alpha
25.763445377070155,alpha
23.218837112926625,alpha
20.126279879953003,alpha
18.1045061555925,alpha
22.72746708062728,alpha
29.945905446133477,alpha
17.362394270752198,alpha
15.462799069283733,alpha
15.219072129948383,alpha
20.467146449805455,alpha
9.958929670882322,alpha
17.44215392476075,alpha
13.721116342021098,alpha
12.419726347208492,alpha
15.529249706629189,alpha
16.193112611406956,alpha
16.406680663619316,alpha
20.78572282302396,alpha
18.486349561828945,alpha
17.700287635219876,alpha
25.171821633657483,alpha
19.084341772755923,alpha
28.44812868973009,alpha
21.32554645309903,alpha
27.19764634790923,alpha
16.38861121596225,alpha
27.106921536513234,alpha
15.983282234248165,alpha
14.846706431643309,alpha
14.183765301496237,alpha
18.794260172737644,alpha
28.954081931844893,alpha
29.980461674703555,alpha
31.213102481378556,alpha
15.267680013332235,alpha
23.697876882272023,alpha
8.469338862819404,alpha
4.331631620662005,alpha
17.018200581234268,alpha
17.458348881297603,alpha
8.663370165300222,alpha
21.00856304452193,alpha
4.157124764507888,alpha
4.239340863487121,alpha
3.280779672863886,alpha
3.535154045211495,alpha
2.566445920253062,alpha
5.398164103027789,alpha
1.7459498090804229,alpha
9.274630510118186,alpha
15.544966965180961,alpha
11.033547244589327,alpha
38.17591958394018,alpha
27.895042297721577,alpha
16.145322717039033,alpha
29.04111527372527,alpha
18.250089510659844,alpha
25.364415933552742,alpha
5.596918042582666,alpha
39.98471907942869,alpha
13.71457333105442,alpha
-2.5835173853080864,alpha
18.561008343236352,alpha
30.683723747073806,alpha
43.34597475890618,alpha
48.65305334857014,alpha
10.45642485344164,alpha
34.42646177744024,alpha
11.531855988843319,alpha
55.77929884443942,alpha
15.290183963552712,alpha
11.596523340646678,alpha
12.285590567245464,alpha
30.292282608782017,alpha
9.39083132842526,alpha
17.800173468504788,alpha
16.07597199595997,alpha
11.044102800508108,alpha
8.434531721861498,alpha
14.753258890097797,alpha
11.325910223856132,alpha
5.658791216139594,alpha
1.7015464310298236,alpha
7.76398886130461,alpha
23.01787014904157,alpha
6.140582012922758,alpha
3.3349227270735478,alpha
65.53325717651282,alpha
13.323708943947102,alpha
16.467119751768415,alpha
12.236467697998739,alpha
16.881008573280447,alpha
2.3505806410089227,alpha
7.953485233185355,alpha
7.999598672995326,alpha
21.677569085960048,alpha
17.02454699170141,alpha
28.528713715210007,alpha
9.909157295010687,alpha
25.85079482413856,alpha
33.478067409733434,alpha
20.801867433648024,alpha
13.234736653614979,alpha
19.059033094860094,alpha
21.42661368121396,alpha
11.459072818729785,alpha
13.590160082024061,alpha
19.55602207933495,alpha
3.2024948533742714,alpha
20.163808881929924,alpha
-2.8137007447039455,alpha
22.380283259552343,alpha
31.109325402148468,alpha
-1.4011241479821095,alpha
9.380622853008221,alpha
10.547775031911707,alpha
13.325907460459144,alpha
25.35834853622695,alpha
-1.3170318293208647,alpha
13.314447336558727,alpha
36.86016425484668,alpha
49.41927486138251,alpha
49.02837684471821,alpha
50.183583286039735,alpha
11.61370145449643,alpha
12.478512889331123,alpha
18.28934142234476,alpha
23.879424205758284,alpha
19.287425787805677,alpha
-11.56299985898932,alpha
36.473803694955635,alpha
34.949890895652324,alpha
4.44419125272454,alpha
11.569601765381146,alpha
16.681808309177253,alpha
14.813443133043002,alpha
-1.444277051367748,alpha
19.07763303665801,alpha
14.30365040115134,alpha
-0.8453868541688355,alpha
0.8835776291930341,alpha
-0.8474099494650429,alpha
22.77636345863512,alpha
2.634605716936765,alpha
19.253351266183195,alpha
28.186926381181742,alpha
32.80144854840455,alpha
20.713809093821194,alpha
21.227590152945275,alpha
30.445337492823914,alpha
21.46541405259169,alpha
34.08239162806873,alpha
20.588559974610845,alpha
19.93437649973619,alpha
22.506658045571136,alpha
19.870971414420325,alpha
19.250798752836783,alpha
25.5129875586043,alpha
31.105672799262436,alpha
20.05824330543009,alpha
19.000311713271437,alpha
27.09981288001967,alpha
22.203230815159266,alpha
19.265615242886877,alpha
18.968019171969573,alpha
22.74984687805754,alpha
20.619188467030995,alpha
18.39256189016724,alpha
20.160518450800698,alpha
18.080269999363242,alpha
19.132373880433686,alpha
18.300400511336957,alpha
20.424962636751896,alpha
19.455485088462645,alpha
20.082028906391148,alpha
17.625342151014976,alpha
17.964989485464542,alpha
18.086704365555033,alpha
7.533183241910418,alpha
2.8467198587858693,alpha
7.283310781291642,alpha
18.815509896096856,alpha
18.635472262254556,alpha
25.793178854929987,alpha
20.600643232243517,alpha
17.900045146493916,alpha
10.703617477947509,alpha
20.416240825751945,alpha
19.873774851949612,alpha
23.138458847530575,alpha
23.445355736763272,alpha
19.868399185735054,alpha
28.034851242580196,alpha
26.407418569828895,alpha
44.66055551476217,alpha
34.92657682696007,alpha
24.259325532135367,alpha
20.704143854210365,alpha
30.1310535659801,alpha
23.195618432482863,alpha
19.934311713238312,alpha
17.18852678666355,alpha
15.620424042553898,alpha
15.119253428532883,alpha
16.786129413795255,alpha
18.51889953615949,alpha
15.848772943941253,alpha
14.459183400854236,alpha
10.598875682187938,alpha
16.842780068424723,alpha
20.57748165442129,alpha
14.031249643473437,alpha
16.782959536356643,alpha
14.262917607585187,alpha
14.977057783506606,alpha
20.99733448657308,alpha
15.824638777595123,alpha
17.13340603126781,alpha
17.19401567614057,alpha
17.90518247801899,alpha
22.853249356992293,alpha
16.022238070851962,alpha
21.505650223180385,alpha
24.774596024784813,alpha
17.83294895735585,alpha
16.699694993616056,alpha
16.109125011556106,alpha
21.70267136129945,alpha
27.461963412705927,alpha
15.748706627021633,alpha
25.56759769215343,alpha
21.12141693346377,alpha
18.837259663515034,alpha
15.233336139530152,alpha
17.77796405225584,alpha
47.0982735634426,alpha
35.1547292039348,alpha
27.2461382240552,alpha
16.971666241715454,alpha
17.05704277405008,alpha
21.097389025636915,alpha
14.625140503099093,alpha
18.25310914592839,alpha
18.831551667382254,alpha
20.964255047890237,alpha
53.35783102946377,alpha
15.788190046574604,alpha
3.240455190763835,alpha
8.878286236237297,alpha
4.667088671553508,alpha
1.4849485398688804,alpha
0.2934157075495581,alpha
-0.9318152093383599,alpha
13.508111353311673,alpha
7.7892457600454765,alpha
2.6931329130853587,alpha
44.075837825124545,alpha
38.90582664279102,alpha
21.97556269464568,alpha
29.398443755640518,alpha
14.201242462295003,alpha
37.909836569064026,alpha
24.06774588201977,alpha
2.4691603271097766,alpha
29.402836018453225,alpha
2.360759969647565,alpha
23.718973911644756,alpha
-0.8577433276235825,alpha
35.65455572212552,alpha
40.018634079433326,alpha
4.573153851405642,alpha
4.51782645956957,alpha
28.41349190427424,alpha
51.64149604126516,alpha
15.62026379722295,alpha
32.27529641949577,alpha
16.004679175493063,alpha
12.831109467979115,alpha
14.614457744885707,alpha
17.607915854968137,alpha
12.94445808054398,alpha
12.130076023398553,alpha
10.667269502564428,alpha
16.511917489218657,alpha
0.8974010749025159,alpha
0.3352131439588343,alpha
6.448082999131738,alpha
22.730404636239374,alpha
3.410988742674849,alpha
1.4827839020168228,alpha
26.31098811927729,alpha
21.643767120626173,alpha
-0.937974097349177,alpha
13.693634678131698,alpha
28.101168401055503,alpha
23.846227614948127,alpha
3.050365442140239,alpha
19.75155626248087,alpha
8.895622478131557,alpha
24.9504421416708,alpha
24.02508994369141,alpha
14.283080070392165,alpha
34.538208012632445,alpha
42.33001215316554,alpha
9.833021315700153,alpha
0.11059397409469646,alpha
23.851841994670707,alpha
18.385007767377154,alpha
81.28565164235057,alpha
15.338466426124322,alpha
3.728779762624998,alpha
10.647214365793554,alpha
8.651658182433733,alpha
45.801468471360806,alpha
83.89971978240638,alpha
-0.0928558066100077,alpha
9.05053924715647,alpha
5.067377629221718,alpha
6.4434487270148795,alpha
6.90216203966067,alpha
20.01021351968964,alpha
-0.031923957077777954,alpha
0.008882242265751298,alpha
2.2900684788516448,alpha
26.903228311788535,alpha
-1.1906746882509616,alpha
22.68376563053881,alpha
28.38848334305364,alpha
-1.854039540809494,alpha
30.86948143628718,alpha
37.08904481179855,alpha
40.62604663240815,alpha
27.092785036834904,alpha
31.39578265039517,alpha
21.39496154862048,alpha
66.31377319504146,alpha
21.215814932159805,alpha
19.919625801612327,alpha
22.560863317564365,alpha
1.8255437965197123,alpha
11.893721396003201,alpha
0.5953835023142315,alpha
4.821024415858904,alpha
12.479254160859075,alpha
33.2680109086114,alpha
31.508654026288056,beta
17.884350938727298,beta
40.13228198155283,beta
32.68348150974907,beta
35.55308814039012,beta
40.46613969030202,beta
12.227867885288667,beta
32.90630913528116,beta
32.963462333656516,beta
34.20301148542193,beta
32.24265374002548,beta
39.104817029271736,beta
26.51470758519262,beta
34.3822306919405,beta
38.10730051933188,beta
23.754896469249484,beta
34.984570898616504,beta
33.74652303466718,beta
34.453767278309975,beta
8.809393311168078,beta
35.17420967784466,beta
36.492169535986484,beta
