NPY1R,rsq
0.3092107250421352,0.2632095225226171
0.4557330162781003,0.24430601436105015
0.42619219508375905,0.3945184254667814
0.4302590042247611,0.29818448431816413
0.35959797249177455,0.4545535811379965
0.40845818999357025,0.5832495034231711
0.15662084650241861,0.29015741245675664
0.40842082136290153,0.40289630468325643
0.24662567029126917,0.5566787671097994
0.1669618571619671,0.2909326648346
0.1714890071320674,0.4502147118891793
0.2350876506094841,0.41638699867277096
0.34944066854376166,0.3090130160891206
0.39233871402538556,0.5595772067814078
0.1413604320699686,0.7050324265934874
0.37357359415106367,0.2496412315342127
0.45937884617298214,0.23596833577180165
0.14651603972028604,0.6020766441068854
0.21780918448352582,0.6487410840772573
0.35375054653112176,0.2221828800774983
0.17316033459962868,0.4438319813204874
0.3016601018355783,0.27284580165495065
0.38502019068202603,0.4520603772874905
0.23065685246920262,0.4797703922906993
0.2259511340990502,0.40282258230815515
0.3886261986599279,0.2876794027662304
0.2843149658457702,0.4490174819013659
0.33574024962891286,0.40750275191145025
0.30802918224280357,0.36804571426124666
0.36194863653816084,0.2803602445547886
0.36886015169333847,0.2884196235830242
0.537358651691151,0.18205832436230773
0.39719554707773336,0.13170272527007698
0.5352438525278851,0.10084183110236933
0.6864707020993589,0.3145851049063795
0.5199627326845706,0.20355411913920896
0.46060387248468615,0.10150905470102212
0.48853378172701745,0.10528917152982908
0.5511196804274563,0.26669146924234277
0.4740537992712727,0.2200532285137986
0.3837314338532414,0.2826168674189693
0.3662403381546086,0.2718051460243952
0.4168752785840428,0.1651856394188096
0.38016899803210574,0.19339502660723518
0.30480316514802125,0.15926279430997847
0.35853311818578676,0.30001079939523634
0.38141986782476417,0.1717874068159596
0.3518328180578423,0.1838926415580575
0.48242011110095007,0.23242699037465486
0.3195833935357064,0.11376975152331048
0.2640499415806293,0.28107328930415176
0.3011959216635521,0.28502447589547497
0.22473372976454284,0.2881892970591756
0.3777954675024055,0.2904950948261442
0.36265375118921916,0.2825747158499553
0.47463461041520966,0.2513373393425663
0.2916039578697953,0.3718872059427104
0.31786818241475584,0.3082851636666858
0.24382368602915272,0.40356775086092633
0.2789280511468,0.3170207600555973
0.3693435539888019,0.3042351212064913
0.3002127087615982,0.3580210406327443
0.32374919823553416,0.3815229503346348
0.35751405769423394,0.2713516308595283
0.35634296153860817,0.3467282217261396
0.26144635394776444,0.32433575950577165
0.2662776917241679,0.34206009764316236
0.3069046625872588,0.30387740352885395
0.5467689483640643,0.23584279307005285
0.5582033056882113,0.3030007093897529
0.524880929689621,0.2850112292598227
0.37853487321656826,0.21390298107989703
0.3451094006138726,0.2436708393323499
0.37691368331429603,0.2004400983586354
0.2943896430197786,0.2546564996950019
0.344043737565539,0.2931248801326024
0.35943623447737005,0.1755921555663652
0.38052326898208905,0.19533393133829535
0.33091891977347226,0.30020247891208285
0.3763019851517376,0.20077301855879515
0.4378144562809478,0.32809565174483657
0.3930536407751428,0.21100699192449457
0.4313807497728064,0.27656191110071393
0.419747332399726,0.31055845295799445
0.34300540554433595,0.3616809339593545
0.41280759467313466,0.04219175213756454
0.45075445329094715,0.1380290041355412
0.4235446307491626,0.10509945564319301
0.5411085745989336,0.12398651592067622
0.5051228305410723,0.1853450226281722
0.44186172427398396,0.12043523675912793
0.4161194473886077,0.17330753462665704
0.4978493622097158,0.13849019694796372
0.4064942141499954,0.21352862256049354
0.5366920987187872,0.12472331713705054
0.48530062507439825,0.23756275761225454
0.6805923436846654,0.23074229457143025
0.8287773334302564,0.15630639094465093
0.7139165427275206,0.1666182866607926
0.7764506024914803,0.17297939669770934
0.7164681869312751,0.17864764414146161
0.7086038640842652,0.17604691728501165
0.7714919151293987,0.21935783957446797
0.624251711608497,0.25906591501111065
0.6022077928390134,0.23093829818375966
0.6670609162020954,0.1519092405125051
0.4946291676302274,0.07502906179342317
0.4395177805107142,0.18049735340437434
0.5238137782130364,0.15167378856087
0.5383142221111799,0.11034798446685379
0.4943198674755143,0.17557343157711436
0.36800278935832725,0.25399701056859747
0.42003657171866887,0.1416464041393255
0.6907048028742239,0.13054921080610138
0.756368130386189,0.07335367869502052
0.744613336133621,0.18383838964336396
0.6616196663689524,0.034325462319773514
0.7336174506216508,0.18010795009691127
0.6467771707437806,0.08083714982358636
0.6053293117718909,0.1890945075723991
0.3256222094630085,0.1482021695756225
0.5859069894401833,0.27374377380275905
0.6814413698427892,0.1574597803943879
0.6193640647670726,0.07335357498364992
0.6186693982983393,0.06871589839738668
0.18439031007329534,0.13325902389743627
0.36275400127409857,0.1958951829643083
0.37889258302602263,0.06767926002678215
0.46447261991436467,0.07579763291578179
0.35758549227478437,0.14663189589471082
0.4185848844845048,0.12306035602599752
0.2904007804096431,0.12556298356201756
0.5478794797064098,0.11514798562048545
0.761158766198339,0.06415333719207961
0.7337202804042494,0.20722370344880214
0.693171752251566,0.1816800898943992
0.6500200658870344,0.09136187981093302
0.6492995416192897,0.12000644477897981
0.6929239275998835,0.09239375583440468
0.653776971828061,0.19475929215462506
0.5415125667977011,0.08472528617546204
0.6328736338977122,0.1127838788549832
0.7519026322407297,0.03384942850909778
0.42466156785635856,0.15410886535064572
0.4237099683349288,0.24244749412770294
0.37006490037584433,0.09676833014621433
0.48317826569324707,0.06186212703908689
0.5980421013838939,0.09554417051300124
0.6088726954298967,0.07088919221208712
0.5853828798418199,0.06856153966661738
0.5184205067553026,0.09123091098945946
0.5418665998468375,0.0793930159598758
0.6874663027313889,0.15310572441933923
0.48183287979427575,0.05357199555869452
0.5516546305799168,0.0654081759772206
0.565802076385003,0.12438558744252604
0.5102641849418509,0.1306634527082935
0.49973809556545984,0.08568778097238217
0.47163488448482355,0.12064294982879842
0.4209119038388862,0.026932980637434434
0.39920650503652655,0.3034392382811415
0.4814113595932202,0.027352966654813016
0.5375710977087823,0.024073661742190833
0.3909729799314617,0.0880737226091366
0.452536853797939,0.08334156991359232
0.771934544628906,0.03582550328669254
0.6578752390677056,0.1395327934591768
0.6862321202837824,0.0990000387050296
0.7163278490780441,0.08765367625478526
0.6798993604669619,0.07817309402434047
0.6915323964724505,0.2203834153202714
0.7441564759414452,0.13936475640966772
0.7301892464898363,0.1336202937021198
0.7186035234034432,0.10343872109242147
0.7048250954708718,0.10463587006439978
0.6621418802704989,0.23978411585059645
0.4289200860794513,0.08236170654324015
0.6069022665942602,0.06335795079778606
0.6279849810769463,0.0995407814558873
0.6074628551152813,0.018796816127311988
0.625510306250153,0.17305017532717293
0.5084270276138728,0.09170642957954123
0.5785764553731821,0.0766213694523088
0.5097361885338556,0.11226210518943658
0.477868377334748,0.011612050161716847
0.5384904144153945,0.1061968791124217
0.5289685241287947,0.12429416706827301
0.5466992609042728,0.03042962105949687
0.4089907588903406,0.10650623666860581
0.41025784258867964,0.11056181259262188
0.4785678588742397,0.17673996958746008
0.4577512399478829,0.06917615071201688
0.3296274664064867,0.12551480090376765
0.37432770017973116,0.16706715579916154
0.445281888014666,0.07250113993138474
0.4714520517460808,0.09525545061051677
0.4870624426315466,0.08464382094834177
0.4560152629776817,0.07324771320548396
0.45107009376969315,0.08772561406509038
0.47226023408553797,0.14658769517592052
0.5487312247713046,0.30068390752725727
0.49452089972814434,0.29398938682766174
0.48325721769358676,0.33733472979437806
0.42657598734185376,0.5262487432253119
0.47202367978129933,0.306121097904013
0.37722799308418725,0.49364019536858506
0.2606869144806176,0.33012551732293993
0.27405302614589155,0.6338136057120172
0.5303378557384709,0.38075385396841055
0.37324174128456683,0.6170918202658747
0.19209761679778306,0.4510097354588418
0.25126832674557287,0.3150900983721735
0.2466907528116056,0.46021246960663464
0.40336818090991294,0.2786836595449098
0.13710991010761023,0.6484778029420195
0.4614488719411676,0.27584908722042145
0.33691378109629544,0.25237699021804283
0.2941963708378761,0.6241207781199752
0.18557464440674765,0.4791131735757961
0.28909221194732404,0.32145024611288786
0.2786320677092891,0.7246410403957342
0.46352322883782904,0.41479930979734914
0.2578631461376431,0.4651624239339407
0.4837273956191566,0.29731746110112944
0.2396958379148503,0.36746230536393487
0.27832543584361924,0.47376252848146183
0.420075573916922,0.4527754756758908
0.3619896241829805,0.29342460811760906
0.3367561276149193,0.3046231922200776
0.3926111407102128,0.2906285018149344
0.6535424434828495,0.19287866309186275
0.5289078078477308,0.1543351094929467
0.48672602236170187,0.1377257092860451
0.615359411626669,0.15277182782796128
0.6791164570331771,0.19365517045269254
0.6191379004316641,0.18166451241061632
0.4251696612054509,0.15030465855310438
0.4745761925694428,0.1623278669818783
0.6361575364550939,0.14223166354591155
0.49493605661429413,0.14087107583222203
0.5410043755642154,0.1705743525465282
0.5063525446028002,0.1555944658731402
